process,process,process,process,process,process,process,process,process,process,process,process,process,process,sensor,sensor,sensor,sensor,sensor,sensor,defects,defects,defects,defects,defects,defects,defects,defects,defects,defects,defects,defects,defect_flag
velocity_1,velocity_2,velocity_3,high_velocity,cylinder_pressure,rapid_rise_time,biscuit_thickness,clamping_force,cycle_time,pressure_rise_time,casting_pressure,spray_time,spray_1_time,spray_2_time,melting_furnace_temp,air_pressure,coolant_temp,coolant_pressure,factory_temp,factory_humidity,short_shot_1,bubble_1,blow_hole_1,stain_1,dent_1,crack_1,scratch_1,buring_mark_1,short_shot_2,blow_hole_2,dent_2,crack_2,is_defect
0.154,0.17,0.198,2.705,264,0.012,16,361,34.0,0.041,594,10.1,2.0,2.7,655.5,6.0,26.5,2.7,34.1,52.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.148,0.172,0.202,2.732,264,0.012,16,352,34.0,0.039,595,10.1,2.0,2.7,655.5,6.1,26.4,2.7,34.1,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.142,0.174,0.203,2.707,264,0.011,15,350,34.0,0.04,594,10.1,2.0,2.7,655.5,6.1,26.4,2.7,34.1,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.142,0.174,0.203,2.715,264,0.012,15,363,34.0,0.04,594,10.1,2.0,2.7,655.5,6.1,26.4,2.72,34.0,53.1,0,0,0,0,0,0,0,1,0,0,0,0,1
0.156,0.164,0.203,2.708,265,0.012,16,361,33.9,0.04,595,10.1,2.0,2.7,655.5,6.1,26.4,2.72,34.0,53.1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.166,0.208,2.703,264,0.011,16,361,34.0,0.04,595,10.1,2.0,2.7,655.8,6.1,26.4,2.68,34.0,53.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.172,0.2,2.687,264,0.012,17,352,34.0,0.039,595,10.1,2.0,2.7,655.8,6.1,26.4,2.68,34.0,53.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.164,0.216,2.713,264,0.011,16,352,34.0,0.039,595,10.1,2.0,2.7,656.4,6.2,26.5,2.7,33.9,53.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152,0.166,0.194,2.687,265,0.012,16,354,34.1,0.04,595,10.1,2.0,2.7,656.5,6.3,26.4,2.7,33.9,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.171,0.208,2.711,264,0.012,16,370,34.0,0.04,595,10.1,2.0,2.7,656.5,6.3,26.4,2.7,33.9,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.168,0.204,2.681,264,0.012,15,370,34.1,0.041,594,10.1,2.0,2.7,657.2,6.3,26.4,2.7,33.9,53.6,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.164,0.206,2.725,265,0.012,15,368,34.1,0.04,595,10.1,2.0,2.7,657.2,6.3,26.4,2.7,33.9,53.6,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.164,0.206,2.725,265,0.012,15,368,34.1,0.04,595,10.1,2.0,2.7,657.7,6.3,26.5,2.71,33.9,53.6,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.165,0.206,2.711,265,0.012,16,357,34.1,0.039,595,10.1,2.0,2.7,657.7,6.3,26.5,2.71,33.9,53.6,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.172,0.208,2.704,264,0.012,13,355,34.0,0.04,594,10.1,2.0,2.7,658.4,6.3,26.5,2.7,34.0,53.7,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.165,0.212,2.713,263,0.012,13,357,34.1,0.041,592,10.1,2.0,2.7,658.9,6.3,26.5,2.7,34.0,53.7,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.162,0.19,2.722,265,0.012,15,359,34.2,0.04,596,10.1,2.0,2.7,658.9,6.3,26.5,2.7,34.0,53.7,0,0,0,0,0,0,0,0,0,0,0,0,0
0.148,0.165,0.21,2.696,264,0.011,15,357,34.0,0.04,594,10.1,2.0,2.7,659.8,6.3,26.5,2.7,34.0,53.6,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152,0.16,0.204,2.714,265,0.012,16,359,34.1,0.042,595,10.1,2.0,2.7,659.8,6.3,26.5,2.7,34.0,53.6,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152,0.165,0.216,2.711,265,0.012,14,359,33.9,0.04,595,10.1,2.0,2.7,660.5,6.3,26.5,2.71,34.0,53.7,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152,0.162,0.205,2.688,263,0.012,12,357,33.9,0.044,592,10.1,2.0,2.7,660.5,6.3,26.5,2.71,34.0,53.7,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152,0.162,0.205,2.67,264,0.012,16,357,33.8,0.041,592,10.1,2.0,2.7,661.1,6.3,26.5,2.72,34.1,53.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152,0.162,0.192,2.725,264,0.011,15,357,33.9,0.041,593,10.1,2.0,2.7,661.5,6.3,26.5,2.7,34.1,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.168,0.205,2.715,265,0.012,16,357,34.0,0.04,596,10.1,2.0,2.7,661.5,6.3,26.5,2.7,34.1,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.162,0.162,0.214,2.728,264,0.012,14,357,34.0,0.042,595,10.1,2.0,2.7,661.6,6.2,26.5,2.72,34.1,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.171,0.216,2.696,264,0.011,15,357,34.0,0.04,595,10.1,2.0,2.7,661.6,6.2,26.5,2.72,34.1,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.144,0.166,0.208,2.688,265,0.011,17,357,34.0,0.04,596,10.1,2.0,2.7,661.6,6.3,26.5,2.71,34.1,53.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.17,0.198,2.696,265,0.012,15,357,34.0,0.04,595,10.1,2.0,2.7,661.6,6.3,26.5,2.71,34.1,53.8,0,0,0,0,1,0,0,0,0,0,0,0,1
0.16,0.168,0.205,2.718,264,0.011,16,357,34.0,0.04,595,10.1,2.0,2.7,660.6,6.2,26.5,2.69,34.1,53.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.157,0.162,0.198,2.71,264,0.012,16,357,34.0,0.039,595,10.1,2.0,2.7,660.6,6.2,26.5,2.69,34.1,53.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.174,0.206,2.695,264,0.012,15,357,34.0,0.041,594,10.1,2.0,2.7,660.3,6.2,26.5,2.7,34.1,53.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.153,0.162,0.212,2.732,265,0.012,16,357,34.0,0.042,596,10.1,2.0,2.7,659.6,6.2,26.5,2.7,34.2,53.7,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,0.164,0.192,2.703,264,0.011,16,357,34.0,0.04,595,10.1,2.0,2.7,659.6,6.2,26.5,2.7,34.2,53.7,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.166,0.2,2.724,265,0.012,16,357,34.0,0.041,595,10.1,2.0,2.7,659.4,6.3,26.5,2.69,34.2,53.6,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.172,0.21,2.685,264,0.012,16,357,34.0,0.04,595,10.1,2.0,2.7,659.4,6.3,26.5,2.69,34.2,53.6,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.174,0.203,2.702,265,0.012,17,357,34.0,0.04,595,10.1,2.0,2.7,658.8,6.3,26.5,2.7,34.4,53.3,0,0,0,0,1,0,0,0,0,0,0,0,1
0.158,0.17,0.208,2.702,265,0.011,16,357,34.0,0.04,596,10.1,2.0,2.7,659.3,6.4,26.5,2.72,34.5,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.164,0.21,2.685,264,0.014,17,357,34.0,0.04,595,10.1,2.0,2.7,659.3,6.4,26.5,2.72,34.5,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.174,0.206,2.704,265,0.011,16,357,34.0,0.04,595,10.1,2.0,2.7,659.5,6.5,26.5,2.71,34.6,52.7,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.166,0.203,2.728,265,0.011,16,357,34.0,0.04,596,10.1,2.0,2.7,659.5,6.5,26.5,2.71,34.6,52.7,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.166,0.2,2.706,265,0.012,16,357,34.1,0.039,595,10.1,2.0,2.7,659.9,6.5,26.5,2.69,34.7,52.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,0.16,0.216,2.702,265,0.012,16,357,34.0,0.04,595,10.1,2.0,2.7,659.9,6.5,26.5,2.69,34.7,52.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.166,0.206,2.716,265,0.012,16,357,34.1,0.039,596,10.1,2.0,2.7,660.4,6.5,26.5,2.7,34.7,52.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.168,0.2,2.682,265,0.012,14,357,34.1,0.041,596,10.1,2.0,2.7,660.4,6.5,26.5,2.7,34.7,52.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.168,0.2,2.682,265,0.012,14,357,34.1,0.041,596,10.1,2.0,2.7,661.6,6.5,26.5,2.7,34.7,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152,0.168,0.214,2.698,265,0.012,15,357,33.9,0.04,595,10.1,2.0,2.7,662.1,6.5,26.5,2.69,34.7,52.1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.155,0.168,0.2,2.685,264,0.012,16,357,33.9,0.039,595,10.1,2.0,2.7,662.7,6.6,26.5,2.7,34.7,52.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.157,0.162,0.192,2.711,264,0.012,16,357,33.9,0.04,595,10.1,2.0,2.7,662.7,6.6,26.5,2.7,34.7,52.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.162,0.2,2.697,265,0.012,16,357,33.9,0.04,595,10.1,2.0,2.7,662.9,6.6,26.5,2.7,34.7,52.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152,0.174,0.208,2.703,265,0.009,17,357,34.0,0.04,595,10.1,2.0,2.7,662.9,6.6,26.5,2.7,34.7,52.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.148,0.165,0.214,2.704,265,0.012,17,357,34.0,0.04,595,10.1,2.0,2.7,663.0,6.7,26.5,2.7,34.7,52.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.148,0.165,0.214,2.704,265,0.012,17,357,34.0,0.04,595,10.1,2.0,2.7,662.6,6.7,26.5,2.69,34.7,52.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.172,0.192,2.691,264,0.012,17,357,34.0,0.04,595,10.1,2.0,2.7,662.6,6.7,26.5,2.69,34.7,52.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152,0.165,0.184,2.723,264,0.012,17,357,34.0,0.04,595,10.1,2.0,2.7,661.8,6.7,26.5,2.69,34.7,52.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.17,0.197,2.721,264,0.014,16,357,34.0,0.04,595,10.1,2.0,2.7,661.8,6.7,26.5,2.69,34.7,52.4,0,0,0,0,0,0,0,0,0,0,0,1,1
0.15,0.17,0.208,2.698,265,0.012,16,357,34.0,0.04,596,10.1,2.0,2.7,661.1,6.7,26.5,2.71,34.7,52.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.176,0.202,2.688,265,0.012,16,361,34.0,0.038,596,10.1,2.0,2.7,661.1,6.7,26.5,2.71,34.7,52.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.144,0.164,0.195,2.704,265,0.012,16,359,34.0,0.039,596,10.1,2.0,2.7,660.0,6.7,26.5,2.71,34.7,52.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.163,0.194,2.715,265,0.012,17,359,34.0,0.039,596,10.1,2.0,2.7,658.9,6.6,26.5,2.7,34.7,52.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.164,0.19,2.712,265,0.011,16,346,34.0,0.04,595,10.1,2.0,2.7,658.9,6.6,26.5,2.7,34.7,52.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.174,0.2,2.717,265,0.012,17,346,34.1,0.04,595,10.1,2.0,2.7,658.3,6.6,26.6,2.72,34.8,52.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.162,0.21,2.725,265,0.014,17,346,34.0,0.04,596,10.1,2.0,2.7,658.3,6.6,26.6,2.72,34.8,52.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.149,0.168,0.206,2.704,264,0.011,15,354,34.0,0.04,594,10.1,2.0,2.7,657.7,6.6,26.6,2.71,34.9,52.1,0,0,0,0,0,0,0,0,0,0,1,0,1
0.149,0.168,0.206,2.704,264,0.011,15,354,34.0,0.04,594,10.1,2.0,2.7,657.7,6.6,26.6,2.71,34.9,52.1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.176,0.198,2.702,265,0.012,16,355,34.0,0.04,596,10.1,2.0,2.7,657.5,6.6,26.6,2.7,34.9,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.164,0.198,2.722,265,0.013,16,354,33.9,0.039,596,10.1,2.0,2.7,657.5,6.6,26.6,2.7,34.9,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.174,0.197,2.681,265,0.012,17,355,34.0,0.04,595,10.1,2.0,2.7,657.9,6.6,26.6,2.72,34.9,51.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,0.162,0.198,2.695,265,0.012,16,355,34.1,0.04,596,10.1,2.0,2.7,658.2,6.6,26.6,2.69,34.9,51.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.174,0.202,2.693,265,0.012,17,355,34.0,0.04,595,10.1,2.0,2.7,658.2,6.6,26.6,2.69,34.9,51.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,0.166,0.2,2.68,265,0.012,16,355,34.0,0.04,595,10.1,2.0,2.7,658.8,6.6,26.6,2.7,34.9,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.157,0.166,0.204,2.723,264,0.011,16,354,34.0,0.04,595,10.1,2.0,2.7,658.8,6.6,26.6,2.7,34.9,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.172,0.198,2.676,265,0.012,16,355,34.0,0.04,595,10.1,2.0,2.7,659.5,6.7,26.6,2.71,34.9,52.1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.162,0.206,2.713,264,0.013,17,355,33.9,0.04,595,10.1,2.0,2.7,659.5,6.7,26.6,2.71,34.9,52.1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.162,0.206,2.713,264,0.012,18,355,33.9,0.04,595,10.1,2.0,2.7,660.3,6.7,26.6,2.69,35.0,52.1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.166,0.2,2.709,264,0.012,15,354,33.9,0.04,594,10.1,2.0,2.7,660.4,6.7,26.6,2.7,35.0,51.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.173,0.214,2.711,264,0.012,15,354,33.9,0.04,595,10.1,2.0,2.7,660.4,6.7,26.6,2.7,35.0,51.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.146,0.162,0.208,2.706,264,0.014,17,355,33.9,0.04,595,10.1,2.0,2.7,660.0,6.6,26.7,2.71,35.0,51.7,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152,0.176,0.208,2.71,264,0.012,16,355,34.0,0.039,595,10.1,2.0,2.7,660.0,6.6,26.7,2.71,35.0,51.7,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.168,0.204,2.692,264,0.012,16,355,34.0,0.04,594,10.1,2.0,2.7,659.1,6.6,26.6,2.69,35.1,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0
0.153,0.166,0.204,2.688,265,0.012,16,355,34.0,0.038,596,10.1,2.0,2.7,659.1,6.6,26.6,2.69,35.1,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,0.162,0.194,2.708,264,0.011,15,355,34.0,0.04,595,10.1,2.0,2.7,657.5,6.6,26.6,2.7,35.2,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.158,0.202,2.689,265,0.011,16,355,34.0,0.039,595,10.1,2.0,2.7,655.9,6.6,26.7,2.71,35.2,51.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.172,0.202,2.703,265,0.012,15,355,34.0,0.04,596,10.1,2.0,2.7,655.9,6.6,26.7,2.71,35.2,51.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,0.17,0.206,2.696,265,0.011,15,355,34.0,0.04,595,10.1,2.0,2.7,654.7,6.6,26.7,2.72,35.3,51.7,0,0,0,0,0,0,0,0,1,0,0,0,1
0.154,0.165,0.2,2.696,265,0.011,17,355,34.1,0.04,595,10.1,2.0,2.7,654.7,6.6,26.7,2.72,35.3,51.7,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.162,0.212,2.722,265,0.012,16,354,34.0,0.037,595,10.1,2.0,2.7,653.9,6.7,26.7,2.69,35.5,51.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.164,0.2,2.705,264,0.012,17,355,34.0,0.039,594,10.1,2.0,2.7,653.9,6.7,26.7,2.69,35.5,51.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.164,0.2,2.705,264,0.012,17,355,34.0,0.039,594,10.1,2.0,2.7,652.7,6.7,26.7,2.71,35.5,50.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.162,0.162,0.19,2.694,264,0.012,17,354,34.0,0.04,595,10.1,2.0,2.7,652.1,6.7,26.7,2.71,35.5,50.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.153,0.166,0.198,2.714,265,0.011,16,354,34.1,0.04,595,10.1,2.0,2.7,651.1,6.7,26.7,2.7,35.5,50.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.172,0.2,2.716,265,0.014,17,364,34.8,0.042,595,10.1,2.0,2.7,651.1,6.7,26.7,2.7,35.5,50.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.17,0.198,2.696,264,0.012,17,364,34.0,0.039,595,10.1,2.0,2.7,651.0,6.7,26.7,2.7,35.5,50.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.153,0.172,0.208,2.712,264,0.014,17,364,34.0,0.04,595,10.1,2.0,2.7,651.0,6.7,26.7,2.7,35.5,50.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.155,0.164,0.21,2.713,265,0.012,18,355,34.1,0.041,596,10.1,2.0,2.7,650.4,6.7,26.7,2.71,35.5,50.5,0,0,0,0,0,0,0,0,0,1,0,0,1
0.155,0.164,0.21,2.713,265,0.012,18,355,34.1,0.041,596,10.1,2.0,2.7,649.1,6.6,26.7,2.66,35.5,50.6,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.166,0.206,2.689,264,0.012,17,355,34.0,0.039,595,10.1,2.0,2.7,649.1,6.6,26.7,2.66,35.5,50.6,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.164,0.214,2.713,264,0.012,17,355,34.0,0.04,594,10.1,2.0,2.7,647.8,6.6,26.7,2.7,35.5,50.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.172,0.21,2.713,264,0.013,17,355,34.0,0.039,594,10.1,2.0,2.7,647.8,6.6,26.7,2.7,35.5,50.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.157,0.164,0.214,2.703,264,0.012,18,355,33.9,0.042,595,10.1,2.0,2.7,646.3,6.6,26.7,2.7,35.5,50.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.146,0.162,0.194,2.703,264,0.012,17,355,33.9,0.04,595,10.1,2.0,2.7,646.3,6.6,26.7,2.7,35.5,50.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.164,0.198,2.695,264,0.012,17,355,33.9,0.04,595,10.1,2.0,2.7,645.0,6.6,26.7,2.7,35.4,50.1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,0.166,0.198,2.651,265,0.012,17,355,33.9,0.038,595,10.1,2.0,2.7,645.0,6.6,26.7,2.7,35.4,50.1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152,0.174,0.2,2.667,264,0.011,17,355,33.9,0.042,594,10.1,2.0,2.7,644.1,6.6,26.7,2.69,35.4,50.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.168,0.195,2.707,265,0.014,17,355,34.0,0.039,596,10.1,2.0,2.7,643.6,6.6,26.7,2.69,35.4,50.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.164,0.202,2.685,264,0.012,18,354,33.9,0.04,594,10.1,2.0,2.7,643.6,6.6,26.7,2.69,35.4,50.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.17,0.206,2.696,264,0.009,18,354,34.0,0.04,595,10.1,2.0,2.7,643.5,6.6,26.7,2.69,35.3,50.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.164,0.203,2.688,265,0.012,18,355,34.0,0.04,595,10.1,2.0,2.7,643.5,6.6,26.7,2.69,35.3,50.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.164,0.196,2.721,265,0.014,17,354,34.0,0.038,595,10.1,2.0,2.7,643.3,6.6,26.7,2.69,35.2,50.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.17,0.198,2.688,264,0.011,18,354,34.0,0.04,595,10.1,2.0,2.7,643.3,6.6,26.7,2.69,35.2,50.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.172,0.208,2.697,265,0.012,17,354,34.0,0.04,596,10.1,2.0,2.7,642.8,6.6,26.7,2.69,35.2,50.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.172,0.202,2.702,264,0.011,17,364,34.0,0.04,595,10.1,2.0,2.7,642.5,6.6,26.7,2.71,35.2,50.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.174,0.196,2.701,265,0.013,17,364,34.0,0.04,595,10.1,2.0,2.7,642.5,6.6,26.7,2.71,35.2,50.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.162,0.212,2.719,265,0.012,17,363,34.0,0.039,596,10.1,2.0,2.7,641.9,6.6,26.8,2.7,35.2,50.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.162,0.212,2.675,264,0.014,17,355,34.0,0.039,594,10.1,2.0,2.7,641.9,6.6,26.8,2.7,35.2,50.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,0.168,0.194,2.704,265,0.012,16,357,34.0,0.04,595,10.1,2.0,2.7,641.4,6.5,26.8,2.7,35.2,50.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.157,0.163,0.208,2.704,265,0.012,17,355,34.0,0.039,595,10.1,2.0,2.7,641.4,6.5,26.8,2.7,35.2,50.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.164,0.206,2.722,265,0.011,17,357,34.0,0.041,595,10.1,2.0,2.7,641.0,6.5,26.8,2.71,35.2,50.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.162,0.192,2.677,264,0.012,17,357,33.9,0.037,595,10.1,2.0,2.7,640.7,6.5,26.8,2.73,35.2,50.1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.157,0.162,0.205,2.698,265,0.012,16,357,34.0,0.04,595,10.1,2.0,2.7,640.7,6.5,26.8,2.73,35.2,50.1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.163,0.206,2.698,264,0.012,16,357,34.0,0.042,595,10.1,2.0,2.7,640.4,6.4,26.8,2.7,35.2,50.1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,0.164,0.204,2.711,264,0.014,16,357,33.9,0.04,595,10.1,2.0,2.7,640.4,6.4,26.8,2.7,35.2,50.1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.168,0.198,2.714,264,0.013,16,355,34.0,0.037,595,10.1,2.0,2.7,640.4,6.4,26.8,2.71,35.2,50.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,0.164,0.2,2.678,264,0.012,16,355,33.9,0.042,595,10.1,2.0,2.7,640.4,6.4,26.8,2.71,35.2,50.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.166,0.202,2.716,264,0.012,17,355,33.9,0.04,595,10.1,2.0,2.7,640.6,6.4,26.8,2.69,35.2,50.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,0.174,0.202,2.665,264,0.012,16,355,33.8,0.04,594,10.1,2.0,2.7,641.5,6.4,26.8,2.74,35.4,50.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152,0.174,0.203,2.709,265,0.011,17,355,33.9,0.039,595,10.1,2.0,2.7,641.5,6.4,26.8,2.74,35.4,50.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.148,0.16,0.204,2.7,264,0.012,16,355,33.8,0.04,594,10.1,2.0,2.7,642.2,6.3,26.8,2.68,35.5,50.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.162,0.2,2.716,264,0.013,16,355,33.8,0.04,594,10.1,2.0,2.7,642.2,6.3,26.8,2.68,35.5,50.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.162,0.2,2.716,264,0.013,16,355,33.8,0.04,594,10.1,2.0,2.7,643.2,6.3,26.8,2.72,35.5,50.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.17,0.2,2.701,264,0.012,17,355,33.9,0.04,594,10.1,2.0,2.7,643.2,6.3,26.8,2.72,35.5,50.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.17,0.2,2.701,264,0.012,17,355,33.9,0.04,594,10.1,2.0,2.7,643.8,6.2,26.8,2.69,35.6,49.7,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.173,0.198,2.682,264,0.011,16,355,34.0,0.04,595,10.1,2.0,2.7,643.8,6.2,26.8,2.69,35.6,49.7,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.17,0.2,2.705,264,0.012,17,355,33.9,0.04,595,10.1,2.0,2.7,644.2,6.2,26.8,2.7,35.6,49.7,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,0.164,0.2,2.715,264,0.012,17,354,34.0,0.04,595,10.1,2.0,2.7,645.3,6.1,26.8,2.68,35.6,49.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.162,0.174,0.21,2.708,264,0.012,18,354,33.9,0.04,594,10.1,2.0,2.7,645.3,6.1,26.8,2.68,35.6,49.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.149,0.172,0.198,2.689,264,0.012,17,354,33.9,0.04,594,10.1,2.0,2.7,645.9,6.1,26.8,2.68,35.7,49.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.168,0.196,2.713,264,0.012,16,361,33.9,0.04,594,10.1,2.0,2.7,645.9,6.1,26.8,2.68,35.7,49.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.168,0.2,2.697,264,0.012,18,361,34.0,0.04,595,10.1,2.0,2.7,647.0,6.1,26.8,2.69,35.7,49.6,0,0,0,0,0,0,0,0,0,0,0,0,0
0.157,0.162,0.2,2.71,264,0.013,17,355,33.9,0.042,594,10.0,2.0,2.7,647.6,6.1,26.8,2.71,35.8,49.3,0,0,0,0,0,0,0,0,0,0,0,0,0
