process,process,process,process,process,process,process,process,process,process,process,process,process,sensor,sensor,sensor,sensor,sensor,sensor,defects,defects,defects,defects,defects,defects,defects,defects,defects,defects
velocity_1,velocity_2,velocity_3,high_velocity,rapid_rise_time,biscuit_thickness,clamping_force,cycle_time,pressure_rise_time,casting_pressure,spray_time,spray_1_time,spray_2_time,melting_furnace_temp,air_pressure,coolant_temp,coolant_pressure,factory_temp,factory_humidity,short_shot_1,bubble_1,exfoliation_1,stain_1,dent_1,deformation_1,short_shot_2,bubble_2,exfoliation_2,deformation_2
0.144,0.166,0.187,2.111,0.007,11,258,20.8,0.043,1051,7.8,0.8,0.8,685.5,6.0,26.1,2.72,31.0,65.8,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.19,2.154,0.008,12,258,20.7,0.041,1036,7.9,0.8,0.8,685.5,6.0,26.1,2.72,31.0,65.8,0,0,0,0,0,0,0,0,0,0
0.142,0.17,0.186,2.119,0.007,12,259,20.7,0.044,1036,7.8,0.8,0.8,683.8,6.1,26.1,2.74,31.0,65.8,0,0,0,0,0,0,1,0,0,0
0.144,0.17,0.178,2.13,0.008,11,259,20.6,0.043,1052,7.8,0.8,0.8,683.8,6.1,26.1,2.74,31.0,65.8,0,0,0,0,0,0,0,0,0,0
0.146,0.166,0.186,2.141,0.008,11,258,20.7,0.044,1036,7.8,0.8,0.8,683.8,6.1,26.1,2.74,31.0,65.8,0,0,0,0,0,0,0,0,0,0
0.141,0.168,0.18,2.126,0.007,11,259,20.6,0.044,1051,7.8,0.8,0.8,682.4,6.0,26.1,2.74,31.1,65.7,0,0,0,0,0,0,0,0,0,0
0.14,0.168,0.178,2.163,0.009,12,258,20.7,0.042,1054,7.8,0.8,0.8,682.4,6.0,26.1,2.74,31.1,65.7,0,0,0,0,0,0,0,0,0,0
0.14,0.168,0.178,2.163,0.009,12,258,20.7,0.042,1054,7.8,0.8,0.8,682.4,6.0,26.1,2.74,31.1,65.7,0,0,0,0,0,0,0,0,0,0
0.14,0.17,0.189,2.155,0.008,11,261,20.7,0.041,1052,7.9,0.8,0.8,680.7,6.0,26.1,2.73,31.1,65.6,0,0,0,0,0,0,0,0,0,0
0.138,0.166,0.176,2.127,0.008,12,261,20.7,0.044,1036,7.9,0.8,0.8,680.7,6.0,26.1,2.73,31.1,65.6,0,0,0,0,0,0,0,0,0,0
0.142,0.168,0.182,2.159,0.008,11,253,20.5,0.041,1051,7.9,0.8,0.8,695.3,6.1,26.1,2.74,31.1,65.5,0,0,0,0,0,0,0,0,0,0
0.142,0.168,0.182,2.143,0.008,11,238,173.0,0.044,1047,7.9,0.8,0.8,678.5,6.4,26.1,2.77,31.1,65.5,0,0,0,0,0,0,0,0,1,0
0.144,0.168,0.178,2.139,0.007,12,238,20.7,0.044,1049,7.9,0.8,0.8,678.0,6.5,26.1,2.75,31.1,65.5,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.181,2.114,0.008,12,239,20.8,0.042,1034,7.9,0.8,0.8,678.0,6.5,26.1,2.75,31.1,65.5,0,0,0,0,0,0,0,0,0,0
0.142,0.17,0.184,2.131,0.007,12,246,20.8,0.043,1052,7.9,0.8,0.8,678.0,6.5,26.1,2.75,31.1,65.5,0,0,0,0,0,0,0,0,0,0
0.142,0.17,0.184,2.118,0.008,11,247,20.8,0.044,1037,7.9,0.8,0.8,678.0,6.5,26.1,2.76,31.1,65.5,0,0,0,0,0,0,0,0,0,0
0.142,0.168,0.178,2.119,0.008,11,249,20.8,0.044,1052,7.9,0.8,0.8,678.0,6.5,26.1,2.76,31.1,65.5,0,0,0,0,0,0,1,0,0,0
0.142,0.168,0.18,2.142,0.008,12,258,20.8,0.042,1037,7.9,0.8,0.8,678.0,6.5,26.1,2.76,31.1,65.5,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.178,2.104,0.007,11,259,20.8,0.044,1052,7.9,0.8,0.8,678.5,6.5,26.1,2.75,31.1,65.6,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.179,2.153,0.008,12,259,20.9,0.041,1036,7.9,0.8,0.8,678.5,6.5,26.1,2.75,31.1,65.6,1,0,0,0,0,0,0,0,0,0
0.144,0.168,0.186,2.131,0.008,12,261,20.7,0.043,1051,7.9,0.8,0.8,679.0,6.6,26.1,2.75,31.1,65.6,1,0,0,0,0,0,0,0,0,0
0.142,0.168,0.179,2.104,0.008,11,254,20.7,0.044,1036,7.9,0.8,0.8,679.0,6.6,26.1,2.75,31.1,65.6,0,0,0,0,0,0,0,0,0,0
0.144,0.166,0.184,2.13,0.008,12,255,20.7,0.041,1052,7.9,0.8,0.8,679.0,6.6,26.1,2.75,31.1,65.6,0,0,0,0,0,0,0,0,1,0
0.146,0.168,0.181,2.109,0.007,12,255,20.7,0.044,1036,7.9,0.8,0.8,679.9,6.6,26.1,2.75,31.1,65.8,0,0,0,0,0,0,0,0,0,0
0.142,0.17,0.188,2.138,0.008,11,255,20.8,0.041,1052,7.9,0.8,0.8,679.9,6.6,26.1,2.75,31.1,65.8,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.186,2.159,0.008,11,255,20.7,0.042,1036,7.9,0.8,0.8,679.9,6.6,26.1,2.75,31.1,65.8,0,0,0,0,0,0,0,0,0,0
0.14,0.168,0.178,2.118,0.007,11,255,20.8,0.043,1052,7.9,0.8,0.8,681.3,6.5,26.1,2.74,31.1,65.8,0,0,0,0,0,0,0,0,0,0
0.146,0.17,0.179,2.116,0.008,1,257,20.8,0.037,1042,7.9,0.8,0.8,681.3,6.5,26.1,2.74,31.1,65.8,0,0,0,0,0,0,1,0,0,0
0.144,0.171,0.18,2.066,0.005,2,255,20.7,0.037,1057,7.9,0.8,0.8,681.3,6.5,26.1,2.74,31.1,65.8,0,0,1,0,0,0,0,0,0,0
0.144,0.168,0.184,2.111,0.008,5,254,20.6,0.041,1040,7.9,0.8,0.8,682.8,6.5,26.1,2.72,31.1,65.8,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.184,2.111,0.008,5,254,20.6,0.041,1040,7.9,0.8,0.8,682.8,6.5,26.1,2.72,31.1,65.8,0,0,0,0,0,0,0,0,0,0
0.144,0.17,0.182,2.143,0.008,7,255,20.8,0.039,1036,7.9,0.8,0.8,682.8,6.5,26.1,2.72,31.1,65.8,0,0,0,0,0,0,0,0,0,0
0.146,0.168,0.182,2.147,0.007,11,255,20.7,0.041,1051,7.9,0.8,0.8,684.5,6.5,26.1,2.73,31.2,65.7,0,0,0,0,0,0,0,0,0,0
0.146,0.168,0.188,2.153,0.008,11,257,20.7,0.042,1036,7.9,0.8,0.8,684.5,6.5,26.1,2.73,31.2,65.7,0,0,0,0,0,0,0,0,0,0
0.144,0.171,0.179,2.134,0.008,12,257,20.7,0.044,1051,7.9,0.8,0.8,684.5,6.5,26.1,2.73,31.2,65.7,0,0,0,0,0,0,0,0,0,0
0.144,0.17,0.187,2.138,0.008,11,257,20.7,0.044,1036,7.9,0.8,0.8,686.2,6.5,26.1,2.74,31.2,65.7,1,0,0,0,0,0,0,0,0,0
0.146,0.17,0.187,2.157,0.008,11,258,20.8,0.042,1051,7.9,0.8,0.8,686.2,6.5,26.1,2.74,31.2,65.7,0,0,0,0,0,0,0,0,0,0
0.146,0.168,0.184,2.155,0.007,12,257,20.7,0.042,1036,7.9,0.8,0.8,686.2,6.5,26.1,2.74,31.2,65.7,0,0,0,0,0,0,0,0,0,0
0.146,0.171,0.188,2.134,0.008,12,258,20.6,0.044,1052,7.9,0.8,0.8,688.2,6.5,26.2,2.76,31.2,65.6,0,0,0,0,0,0,0,0,0,0
0.142,0.17,0.185,2.154,0.008,11,258,20.7,0.041,1037,7.9,0.8,0.8,688.2,6.5,26.2,2.76,31.2,65.6,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.188,2.099,0.005,11,258,20.7,0.044,1052,7.9,0.8,0.8,688.2,6.5,26.2,2.76,31.2,65.6,0,0,0,0,0,0,0,0,0,0
0.146,0.17,0.179,2.144,0.008,12,258,20.6,0.041,1036,7.9,0.8,0.8,690.1,6.4,26.2,2.74,31.3,65.6,0,0,1,0,0,0,0,0,0,0
0.146,0.17,0.179,2.144,0.008,12,258,20.6,0.041,1036,7.9,0.8,0.8,690.1,6.4,26.2,2.74,31.3,65.6,0,0,0,0,0,0,0,0,0,0
0.146,0.168,0.176,2.148,0.008,11,259,20.7,0.042,1036,7.9,0.8,0.8,692.2,6.4,26.1,2.76,31.4,65.5,0,0,0,0,0,0,0,0,0,0
0.146,0.168,0.176,2.148,0.008,11,259,20.7,0.042,1036,7.9,0.8,0.8,692.2,6.4,26.1,2.76,31.4,65.5,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.182,2.126,0.008,11,258,20.7,0.044,1034,7.9,0.8,0.8,692.2,6.4,26.1,2.76,31.4,65.5,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.182,2.126,0.008,11,258,20.7,0.044,1034,7.9,0.8,0.8,694.2,6.4,26.2,2.77,31.4,65.6,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.18,2.141,0.008,12,259,20.7,0.044,1036,7.9,0.8,0.8,694.2,6.4,26.2,2.77,31.4,65.6,0,0,0,0,0,0,0,0,0,0
0.142,0.168,0.186,2.102,0.008,12,259,20.7,0.044,1052,7.9,0.8,0.8,694.2,6.4,26.2,2.77,31.4,65.6,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.182,2.103,0.008,12,259,20.7,0.042,1036,7.9,0.8,0.8,696.2,6.4,26.1,2.76,31.4,65.5,1,0,1,0,0,0,0,0,0,0
0.142,0.168,0.179,2.1,0.008,11,253,20.8,0.041,1052,7.9,0.8,0.8,696.2,6.4,26.1,2.76,31.4,65.5,0,0,0,0,0,0,0,0,0,0
0.142,0.168,0.176,2.153,0.008,11,253,20.8,0.033,1037,7.9,0.8,0.8,696.2,6.4,26.1,2.76,31.4,65.5,0,0,0,0,0,0,0,0,0,0
0.146,0.17,0.176,2.148,0.008,11,253,20.7,0.041,1052,7.9,0.8,0.8,698.4,6.4,26.1,2.76,31.4,65.3,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.179,2.121,0.008,11,251,20.8,0.044,1036,7.9,0.8,0.8,698.4,6.4,26.1,2.76,31.4,65.3,0,0,0,0,0,0,0,0,0,0
0.144,0.166,0.178,2.156,0.008,11,253,20.7,0.042,1051,7.9,0.8,0.8,698.4,6.4,26.1,2.76,31.4,65.3,0,0,0,0,0,0,0,0,0,0
0.142,0.168,0.186,2.111,0.008,11,251,20.8,0.043,1053,7.9,0.8,0.8,700.3,6.4,26.1,2.74,31.5,65.0,0,0,0,0,0,0,0,0,0,0
0.142,0.168,0.186,2.111,0.008,11,251,20.8,0.043,1053,7.9,0.8,0.8,700.3,6.4,26.1,2.74,31.5,65.0,0,0,0,0,0,0,0,0,0,0
0.146,0.168,0.186,2.124,0.008,11,253,20.7,0.044,1052,7.9,0.8,0.8,700.3,6.4,26.1,2.74,31.5,65.0,0,0,0,0,0,0,0,0,0,0
0.146,0.168,0.186,2.124,0.008,11,253,20.7,0.044,1052,7.9,0.8,0.8,701.9,6.3,26.1,2.73,31.6,64.7,0,0,0,0,0,0,0,0,0,0
0.142,0.166,0.178,2.128,0.007,11,253,20.7,0.043,1053,7.9,0.8,0.8,701.9,6.3,26.1,2.73,31.6,64.7,0,0,1,0,0,0,0,0,0,0
0.146,0.168,0.182,2.134,0.008,12,251,20.5,0.044,1037,7.9,0.8,0.8,701.9,6.3,26.1,2.73,31.6,64.7,0,0,0,0,0,0,0,0,0,0
0.146,0.168,0.182,2.134,0.008,12,251,20.5,0.044,1037,7.9,0.8,0.8,703.4,6.3,26.2,2.74,31.6,64.5,0,0,0,0,0,0,0,0,0,0
0.139,0.168,0.187,2.164,0.009,11,253,20.9,0.043,1052,7.9,0.8,0.8,703.4,6.3,26.2,2.74,31.6,64.5,0,0,0,0,0,0,0,0,0,0
0.142,0.168,0.176,2.14,0.008,11,253,20.7,0.041,1036,7.9,0.8,0.8,703.4,6.3,26.2,2.74,31.6,64.5,0,0,0,0,0,0,0,0,0,0
0.14,0.166,0.179,2.156,0.007,11,253,20.8,0.043,1052,7.9,0.8,0.8,704.7,6.4,26.2,2.73,31.7,64.1,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.186,2.146,0.008,11,253,20.7,0.041,1053,7.9,0.8,0.8,704.7,6.4,26.2,2.73,31.7,64.1,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.186,2.146,0.008,11,253,20.7,0.041,1053,7.9,0.8,0.8,704.7,6.4,26.2,2.73,31.7,64.1,0,0,0,0,0,0,0,0,0,0
0.146,0.168,0.181,2.153,0.01,11,253,20.9,0.044,1051,7.9,0.8,0.8,706.3,6.4,26.2,2.73,31.8,63.8,0,0,0,0,0,0,1,0,0,0
0.142,0.166,0.179,2.126,0.008,12,254,20.7,0.044,1036,7.9,0.8,0.8,706.3,6.4,26.2,2.73,31.8,63.8,0,0,0,0,0,0,0,0,0,0
0.142,0.166,0.178,2.109,0.008,11,254,20.8,0.044,1052,7.9,0.8,0.8,707.5,6.3,26.2,2.75,31.8,63.6,0,0,0,0,0,0,0,0,0,0
0.142,0.166,0.187,2.102,0.01,11,254,20.8,0.041,1036,7.9,0.8,0.8,707.5,6.3,26.2,2.75,31.8,63.6,0,0,0,0,0,0,0,0,0,0
0.14,0.168,0.174,2.147,0.007,11,254,20.7,0.042,1052,7.9,0.8,0.8,707.5,6.3,26.2,2.75,31.8,63.6,0,0,0,0,0,0,0,0,0,0
0.14,0.168,0.174,2.147,0.007,11,254,20.7,0.042,1052,7.9,0.8,0.8,709.0,6.3,26.2,2.74,31.9,63.4,0,0,0,0,0,0,0,0,0,0
0.141,0.168,0.182,2.115,0.008,11,254,20.7,0.043,1052,7.9,0.8,0.8,709.0,6.3,26.2,2.74,31.9,63.4,0,0,0,0,0,0,0,0,0,0
0.142,0.166,0.174,2.11,0.008,11,254,20.7,0.042,1036,7.9,0.8,0.8,709.0,6.3,26.2,2.74,31.9,63.4,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.178,2.105,0.006,11,254,20.7,0.042,1052,7.9,0.8,0.8,710.4,6.3,26.2,2.76,32.0,63.1,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.178,2.105,0.006,11,254,20.7,0.042,1052,7.9,0.8,0.8,710.4,6.3,26.2,2.76,32.0,63.1,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.184,2.136,0.008,12,254,20.5,0.044,1053,7.9,0.8,0.8,710.4,6.3,26.2,2.76,32.0,63.1,0,0,0,0,0,0,0,0,0,0
0.142,0.168,0.188,2.154,0.007,11,254,20.8,0.041,1037,7.9,0.8,0.8,711.7,6.3,26.2,2.75,32.0,62.8,0,0,1,0,0,0,0,0,0,0
0.144,0.168,0.186,2.137,0.008,11,255,20.8,0.043,1053,7.9,0.8,0.8,711.7,6.3,26.2,2.75,32.0,62.8,0,0,0,0,0,0,0,0,0,0
0.14,0.168,0.189,2.128,0.008,11,254,20.7,0.044,1038,7.9,0.8,0.8,711.7,6.3,26.2,2.75,32.0,62.8,0,0,0,0,0,0,0,0,0,0
0.14,0.168,0.189,2.128,0.008,11,254,20.7,0.044,1038,7.9,0.8,0.8,712.7,6.2,26.2,2.75,32.0,62.5,0,0,0,0,0,0,0,0,0,0
0.146,0.168,0.179,2.122,0.008,11,254,20.6,0.044,1036,7.9,0.8,0.8,712.7,6.2,26.2,2.75,32.0,62.5,0,0,1,0,0,0,0,0,0,0
0.144,0.168,0.18,2.119,0.008,10,254,20.6,0.044,1052,7.9,0.8,0.8,712.7,6.2,26.2,2.75,32.0,62.5,0,0,0,0,0,0,0,0,0,0
0.146,0.168,0.19,2.112,0.008,10,255,20.7,0.043,1053,7.8,0.8,0.8,713.1,6.2,26.2,2.74,32.0,62.4,0,0,0,0,0,0,0,0,0,0
0.141,0.17,0.188,2.142,0.008,11,255,20.7,0.041,1038,7.9,0.8,0.8,713.1,6.2,26.2,2.74,32.0,62.4,0,0,1,0,0,0,0,0,0,0
0.142,0.168,0.184,2.129,0.008,11,255,20.8,0.044,1051,7.8,0.8,0.8,713.1,6.2,26.2,2.74,32.0,62.4,0,0,0,0,0,0,0,0,0,0
0.142,0.166,0.188,2.106,0.007,11,255,20.8,0.041,1036,7.8,0.8,0.8,713.7,6.2,26.2,2.75,32.0,62.4,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.184,2.137,0.008,11,255,20.8,0.044,1053,7.8,0.8,0.8,713.7,6.2,26.2,2.75,32.0,62.4,0,0,0,0,0,0,0,0,0,0
0.144,0.17,0.186,2.147,0.008,12,255,20.7,0.044,1034,7.8,0.8,0.8,713.7,6.2,26.2,2.75,32.0,62.4,0,0,0,0,0,0,0,0,0,0
0.139,0.166,0.184,2.127,0.008,12,255,20.8,0.044,1052,7.9,0.8,0.8,713.9,6.2,26.3,2.73,32.0,62.4,0,0,0,0,0,0,0,0,0,0
0.142,0.166,0.182,2.097,0.006,12,255,20.7,0.042,1036,7.8,0.8,0.8,713.9,6.2,26.3,2.73,32.0,62.4,0,0,0,0,0,0,0,0,0,0
0.144,0.166,0.18,2.103,0.006,11,255,20.8,0.044,1052,7.9,0.8,0.8,713.9,6.2,26.3,2.73,32.0,62.4,0,0,0,0,0,0,0,0,0,0
0.144,0.166,0.176,2.148,0.008,12,255,20.7,0.044,1036,7.8,0.8,0.8,713.6,6.1,26.2,2.77,32.0,62.4,0,0,0,0,0,0,0,0,0,0
0.144,0.166,0.176,2.148,0.008,12,255,20.7,0.044,1036,7.8,0.8,0.8,713.6,6.1,26.2,2.77,32.0,62.4,0,0,0,0,0,0,0,0,0,0
0.138,0.17,0.18,2.147,0.008,11,257,20.7,0.044,1036,7.8,0.8,0.8,713.2,6.1,26.2,2.72,32.0,62.5,0,0,0,0,0,0,0,0,0,0
0.141,0.168,0.19,2.117,0.008,12,257,20.7,0.044,1053,7.8,0.8,0.8,713.2,6.1,26.2,2.72,32.0,62.5,0,0,0,0,0,0,0,0,0,0
0.142,0.168,0.188,2.107,0.007,11,257,20.7,0.044,1036,7.8,0.8,0.8,713.2,6.1,26.2,2.72,32.0,62.5,0,0,0,0,0,0,0,0,0,0
0.139,0.168,0.188,2.116,0.008,11,257,20.7,0.044,1052,7.8,0.8,0.8,713.0,6.1,26.2,2.73,32.0,62.5,0,0,0,0,0,0,0,0,0,0
0.142,0.17,0.18,2.158,0.008,11,257,20.8,0.042,1036,7.8,0.8,0.8,713.0,6.1,26.2,2.73,32.0,62.5,0,0,0,0,0,0,0,0,0,0
0.142,0.168,0.182,2.123,0.009,12,258,20.7,0.043,1052,7.8,0.8,0.8,713.0,6.1,26.2,2.73,32.0,62.5,0,0,0,0,0,0,0,0,0,0
0.141,0.17,0.186,2.136,0.008,12,257,20.7,0.043,1036,7.8,0.8,0.8,712.2,6.1,26.2,2.74,32.0,62.4,0,0,0,0,0,0,0,0,0,0
0.142,0.168,0.18,2.13,0.008,12,257,20.7,0.044,1052,7.8,0.8,0.8,712.2,6.1,26.2,2.74,32.0,62.4,0,0,1,0,0,0,0,0,0,0
0.139,0.168,0.18,2.155,0.007,11,257,20.8,0.042,1036,7.8,0.8,0.8,712.2,6.1,26.2,2.74,32.0,62.4,0,0,0,0,0,0,0,0,0,0
0.144,0.17,0.178,2.134,0.008,11,258,20.8,0.043,1051,7.8,0.8,0.8,711.6,6.1,26.2,2.73,32.0,62.4,0,0,0,0,0,0,0,0,0,0
0.146,0.168,0.176,2.146,0.008,11,258,20.7,0.044,1036,7.8,0.8,0.8,711.6,6.1,26.2,2.73,32.0,62.4,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.178,2.11,0.006,11,258,20.6,0.042,1052,7.8,0.8,0.8,711.6,6.1,26.2,2.73,32.0,62.4,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.178,2.11,0.006,11,258,20.6,0.042,1052,7.8,0.8,0.8,710.8,6.1,26.2,2.71,32.0,62.0,0,0,0,0,0,0,0,0,0,0
0.144,0.17,0.184,2.155,0.007,11,257,20.9,0.041,1052,7.8,0.8,0.8,710.8,6.1,26.2,2.71,32.0,62.0,1,0,0,0,0,0,0,0,0,0
0.144,0.17,0.184,2.155,0.007,11,257,20.9,0.041,1052,7.8,0.8,0.8,710.8,6.1,26.2,2.71,32.0,62.0,0,0,0,0,0,0,0,0,1,0
0.144,0.168,0.176,2.126,0.008,12,258,20.7,0.044,1052,7.8,0.8,0.8,709.8,6.1,26.2,2.75,31.9,61.9,0,0,0,0,0,0,0,0,0,0
0.142,0.168,0.186,2.109,0.008,11,258,20.8,0.041,1036,7.9,0.8,0.8,709.8,6.1,26.2,2.75,31.9,61.9,0,0,0,0,0,0,0,0,0,0
0.141,0.168,0.178,2.155,0.008,12,259,20.7,0.033,1051,7.9,0.8,0.8,709.8,6.1,26.2,2.75,31.9,61.9,0,0,0,0,0,0,0,0,0,0
0.146,0.17,0.18,2.126,0.008,10,258,20.7,0.044,1035,7.9,0.8,0.8,708.8,6.2,26.2,2.75,31.8,61.9,0,0,0,0,0,0,0,0,0,0
0.144,0.17,0.18,2.129,0.008,10,259,20.7,0.042,1053,7.9,0.8,0.8,708.8,6.2,26.2,2.75,31.8,61.9,0,0,0,0,0,0,0,0,0,0
0.142,0.17,0.182,2.106,0.008,12,259,20.6,0.043,1036,7.9,0.8,0.8,708.8,6.2,26.2,2.75,31.8,61.9,0,0,0,0,0,0,0,0,0,0
0.146,0.17,0.179,2.135,0.008,11,258,20.7,0.044,1052,7.9,0.8,0.8,707.7,6.2,26.2,2.74,31.8,62.0,0,0,0,0,0,0,0,0,1,0
0.142,0.168,0.185,2.131,0.008,11,259,20.8,0.043,1053,7.9,0.8,0.8,707.7,6.2,26.2,2.74,31.8,62.0,0,0,0,0,0,0,0,0,0,0
0.142,0.17,0.178,2.128,0.007,11,259,20.7,0.044,1038,7.9,0.8,0.8,707.7,6.2,26.2,2.74,31.8,62.0,0,0,0,0,0,0,0,0,0,0
0.144,0.17,0.188,2.153,0.008,11,258,20.8,0.042,1053,7.9,0.8,0.8,706.6,6.3,26.2,2.74,31.7,62.2,0,0,0,0,0,0,0,0,0,0
0.142,0.172,0.18,2.124,0.008,12,258,20.7,0.044,1037,7.9,0.8,0.8,706.6,6.3,26.2,2.74,31.7,62.2,0,0,0,0,0,0,0,0,0,0
0.142,0.17,0.179,2.141,0.007,12,258,20.6,0.044,1052,7.9,0.8,0.8,705.4,6.3,26.2,2.75,31.6,62.3,0,0,1,0,0,0,0,0,0,0
0.144,0.168,0.18,2.122,0.008,11,258,20.7,0.044,1036,7.9,0.8,0.8,705.4,6.3,26.2,2.75,31.6,62.3,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.184,2.155,0.008,12,258,20.6,0.034,1051,7.9,0.8,0.8,705.4,6.3,26.2,2.75,31.6,62.3,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.184,2.155,0.008,12,258,20.6,0.034,1051,7.9,0.8,0.8,704.1,6.3,26.2,2.73,31.6,62.5,0,0,0,0,0,0,0,0,0,0
0.144,0.17,0.178,2.12,0.008,11,259,20.8,0.044,1037,7.9,0.8,0.8,704.1,6.3,26.2,2.73,31.6,62.5,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.174,2.155,0.008,11,259,20.6,0.042,1052,7.9,0.8,0.8,704.1,6.3,26.2,2.73,31.6,62.5,0,0,0,0,0,0,0,0,0,0
0.144,0.166,0.178,2.154,0.008,11,258,20.7,0.033,1036,7.9,0.8,0.8,702.8,6.4,26.2,2.77,31.6,62.7,0,0,0,0,0,0,0,0,0,0
0.142,0.17,0.176,2.126,0.008,11,259,20.7,0.043,1052,7.9,0.8,0.8,702.8,6.4,26.2,2.77,31.6,62.7,0,0,0,0,0,0,0,0,0,0
0.142,0.168,0.176,2.137,0.008,12,259,20.7,0.044,1037,7.9,0.8,0.8,702.8,6.4,26.2,2.77,31.6,62.7,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.184,2.123,0.007,11,258,20.8,0.043,1052,7.9,0.8,0.8,701.6,6.4,26.2,2.76,31.6,62.9,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.178,2.115,0.008,12,258,20.8,0.043,1037,7.9,0.8,0.8,701.6,6.4,26.2,2.76,31.6,62.9,0,0,0,0,0,0,0,0,0,0
0.142,0.168,0.19,2.153,0.008,12,258,20.6,0.033,1051,7.9,0.8,0.8,701.6,6.4,26.2,2.76,31.6,62.9,0,0,1,0,0,0,0,0,0,0
0.144,0.166,0.184,2.145,0.008,11,259,20.8,0.042,1035,7.9,0.8,0.8,700.4,6.4,26.3,2.75,31.6,63.0,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.182,2.105,0.01,11,259,20.7,0.041,1052,7.9,0.8,0.8,700.4,6.4,26.3,2.75,31.6,63.0,0,0,0,0,0,0,0,0,0,0
0.142,0.17,0.178,2.15,0.008,12,259,20.6,0.042,1037,7.9,0.8,0.8,700.4,6.4,26.3,2.75,31.6,63.0,0,0,0,0,0,0,0,0,0,0
0.142,0.17,0.18,2.121,0.008,11,251,20.8,0.044,1053,7.9,0.8,0.8,699.4,6.4,26.2,2.77,31.6,62.9,0,0,0,0,0,0,0,0,0,0
0.142,0.166,0.178,2.151,0.007,11,250,20.7,0.041,1037,7.9,0.8,0.8,699.4,6.4,26.2,2.77,31.6,62.9,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.18,2.147,0.007,10,250,20.8,0.042,1051,7.9,0.8,0.8,699.4,6.4,26.2,2.77,31.6,62.9,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.18,2.147,0.007,10,250,20.8,0.042,1051,7.9,0.8,0.8,697.9,6.4,26.3,2.73,31.6,62.8,0,0,0,0,0,0,0,0,0,0
0.142,0.17,0.19,2.139,0.008,12,257,20.6,0.043,1052,7.9,0.8,0.8,697.9,6.4,26.3,2.73,31.6,62.8,0,0,0,0,0,0,0,0,0,0
0.142,0.17,0.19,2.139,0.008,12,257,20.6,0.043,1052,7.9,0.8,0.8,697.9,6.4,26.3,2.73,31.6,62.8,0,0,0,0,0,0,0,0,0,0
0.142,0.166,0.186,2.144,0.007,11,257,20.7,0.041,1036,7.9,0.8,0.8,696.5,6.4,26.2,2.75,31.6,62.9,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.182,2.147,0.008,11,258,20.8,0.044,1050,7.9,0.8,0.8,696.5,6.4,26.2,2.75,31.6,62.9,0,0,0,0,0,0,0,0,0,0
0.144,0.166,0.184,2.141,0.008,11,258,20.7,0.041,1035,7.9,0.8,0.8,696.5,6.4,26.2,2.75,31.6,62.9,0,0,0,0,0,0,0,0,0,0
0.142,0.166,0.18,2.158,0.008,11,258,20.8,0.042,1051,7.9,0.8,0.8,694.8,6.4,26.2,2.75,31.6,62.9,0,0,0,0,0,0,0,0,0,0
0.142,0.166,0.184,2.136,0.007,11,258,20.7,0.044,1036,7.9,0.8,0.8,694.8,6.4,26.2,2.75,31.6,62.9,0,0,0,0,0,0,0,0,1,0
0.142,0.168,0.181,2.106,0.01,11,258,20.7,0.044,1051,7.9,0.8,0.8,693.1,6.4,26.2,2.75,31.6,63.1,0,0,0,0,0,0,0,0,0,0
0.142,0.168,0.178,2.125,0.008,12,258,20.8,0.043,1035,7.9,0.8,0.8,693.1,6.4,26.2,2.75,31.6,63.1,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.18,2.11,0.008,11,257,20.7,0.044,1052,7.9,0.8,0.8,693.1,6.4,26.2,2.75,31.6,63.1,0,0,0,0,0,0,0,0,0,0
