process,process,process,process,process,process,process,process,process,process,process,process,process,sensor,sensor,sensor,sensor,sensor,sensor,defects,defects,defects,defects,defects,defects,defects,defects,defects,defects
velocity_1,velocity_2,velocity_3,high_velocity,rapid_rise_time,biscuit_thickness,clamping_force,cycle_time,pressure_rise_time,casting_pressure,spray_time,spray_1_time,spray_2_time,melting_furnace_temp,air_pressure,coolant_temp,coolant_pressure,factory_temp,factory_humidity,short_shot_1,bubble_1,exfoliation_1,stain_1,dent_1,deformation_1,short_shot_2,bubble_2,exfoliation_2,deformation_2
0.146,0.17,0.184,2.164,0.009,12,255,20.8,0.044,1050,8.0,1.0,0.8,686.5,6.1,26.8,2.72,35.9,49.0,1,0,0,0,0,0,0,0,0,0
0.144,0.166,0.184,2.128,0.02,11,257,20.8,0.043,1035,8.0,1.0,0.8,686.5,6.1,26.8,2.72,35.9,49.0,0,1,0,0,0,0,0,0,0,0
0.142,0.168,0.178,2.144,0.007,12,257,20.9,0.044,1052,8.0,1.0,0.8,686.5,6.1,26.8,2.72,35.9,49.0,0,0,0,0,0,0,0,0,0,0
0.142,0.168,0.178,2.144,0.007,12,257,20.9,0.044,1052,8.0,1.0,0.8,684.8,6.1,26.8,2.7,35.9,48.9,0,0,0,0,0,0,0,0,0,0
0.144,0.166,0.176,2.16,0.007,12,257,20.8,0.042,1051,8.0,1.0,0.8,684.8,6.1,26.8,2.7,35.9,48.9,0,0,0,0,0,0,0,0,1,0
0.144,0.166,0.176,2.16,0.007,12,257,20.8,0.042,1051,8.0,1.0,0.8,684.8,6.1,26.8,2.7,35.9,48.9,0,1,0,0,0,0,0,0,0,0
0.144,0.172,0.186,2.165,0.008,11,257,20.9,0.041,1051,8.0,1.0,0.8,683.5,6.1,26.8,2.69,35.9,48.9,0,0,0,0,0,0,0,0,0,0
0.144,0.172,0.186,2.174,0.01,11,257,20.8,0.043,1051,8.0,1.0,0.8,683.5,6.1,26.8,2.69,35.9,48.9,0,0,0,0,0,1,0,0,0,0
0.142,0.17,0.185,2.158,0.007,11,257,20.8,0.044,1038,8.0,1.0,0.8,683.5,6.1,26.8,2.69,35.9,48.9,0,0,0,0,0,0,0,0,0,0
0.142,0.17,0.178,2.163,0.008,11,257,20.9,0.042,1051,8.0,1.0,0.8,682.3,6.1,26.8,2.68,35.9,48.9,1,0,0,0,0,0,0,0,0,0
0.138,0.168,0.179,2.118,0.008,11,257,20.9,0.043,1053,8.0,1.0,0.8,682.3,6.1,26.8,2.68,35.9,48.9,0,1,0,0,0,0,0,0,0,0
0.144,0.17,0.182,2.137,0.007,11,257,20.9,0.044,1038,8.0,1.0,0.8,682.3,6.1,26.8,2.68,35.9,48.9,0,0,0,0,0,0,0,0,0,0
0.146,0.168,0.178,2.149,0.008,11,257,20.9,0.041,1051,8.0,1.0,0.8,681.3,6.1,26.8,2.72,35.9,48.8,0,0,1,0,0,0,0,0,0,0
0.14,0.17,0.182,2.146,0.008,12,257,20.9,0.043,1053,8.0,1.0,0.8,681.3,6.1,26.8,2.72,35.9,48.8,0,0,0,0,0,0,0,0,0,0
0.14,0.17,0.178,2.146,0.008,11,257,20.9,0.044,1038,8.0,1.0,0.8,681.3,6.1,26.8,2.72,35.9,48.8,0,0,0,0,0,0,0,0,0,0
0.142,0.17,0.181,2.138,0.008,11,257,20.9,0.044,1052,8.0,1.0,0.8,680.4,6.0,26.8,2.72,35.9,48.7,0,0,0,0,0,0,0,0,0,0
0.138,0.168,0.184,2.117,0.007,11,255,20.9,0.044,1053,8.0,1.0,0.8,680.4,6.0,26.8,2.72,35.9,48.7,0,1,0,0,0,0,0,0,0,1
0.146,0.17,0.186,2.164,0.018,11,255,20.9,0.044,1038,8.0,1.0,0.8,680.4,6.0,26.8,2.72,35.9,48.7,0,0,0,0,0,0,0,0,0,0
0.146,0.17,0.186,2.164,0.018,11,255,20.9,0.044,1038,8.0,1.0,0.8,680.0,6.0,26.8,2.7,35.8,48.7,0,0,1,0,0,0,0,0,0,1
0.142,0.168,0.184,2.137,0.008,11,255,20.9,0.044,1051,8.0,1.0,0.8,680.0,6.0,26.8,2.7,35.8,48.7,0,0,1,0,0,0,0,0,0,0
0.141,0.168,0.19,2.157,0.007,11,255,20.9,0.044,1036,8.0,1.0,0.8,680.2,6.0,26.8,2.69,35.9,48.7,0,0,0,0,0,1,0,0,0,0
0.144,0.168,0.176,2.128,0.008,11,257,20.8,0.044,1052,8.0,1.0,0.8,680.2,6.0,26.8,2.69,35.9,48.7,0,0,1,0,0,0,0,0,0,1
0.144,0.168,0.176,2.118,0.005,12,255,20.8,0.041,1036,8.0,1.0,0.8,680.2,6.0,26.8,2.69,35.9,48.7,0,0,0,0,0,0,0,0,0,0
0.144,0.17,0.182,2.154,0.008,12,257,20.9,0.044,1053,8.0,1.0,0.8,680.9,6.0,26.8,2.73,35.9,48.7,0,0,0,0,0,0,0,0,1,0
0.139,0.168,0.184,2.156,0.008,11,255,20.9,0.043,1037,8.0,1.0,0.8,680.9,6.0,26.8,2.73,35.9,48.7,0,0,0,0,0,1,0,0,0,0
0.139,0.17,0.184,2.154,0.007,12,255,21.0,0.044,1037,8.1,1.0,0.8,680.9,6.0,26.8,2.73,35.9,48.7,0,0,0,0,0,0,0,0,0,0
0.144,0.166,0.186,2.135,0.008,11,257,20.9,0.043,1052,8.0,1.0,0.8,681.8,6.0,26.8,2.7,35.9,48.7,0,1,0,0,0,0,0,0,0,1
0.144,0.17,0.182,2.155,0.007,11,255,20.9,0.043,1036,8.0,1.0,0.8,681.8,6.0,26.8,2.7,35.9,48.7,0,0,0,0,0,0,0,0,0,1
0.144,0.17,0.182,2.155,0.007,11,255,20.9,0.043,1036,8.0,1.0,0.8,681.8,6.0,26.8,2.7,35.9,48.7,0,0,0,0,0,0,0,0,0,1
0.144,0.166,0.186,2.146,0.008,12,255,20.9,0.044,1053,8.0,1.0,0.8,682.7,6.0,26.8,2.68,35.9,48.6,0,0,0,0,0,0,0,0,0,1
0.142,0.166,0.184,2.158,0.007,12,255,20.7,0.043,1038,8.0,1.0,0.8,682.7,6.0,26.8,2.68,35.9,48.6,1,0,0,0,0,0,0,0,0,1
0.142,0.166,0.176,2.12,0.008,12,255,20.8,0.044,1051,8.0,1.0,0.8,682.7,6.0,26.8,2.68,35.9,48.6,0,0,0,0,0,0,0,0,0,1
0.142,0.168,0.186,2.164,0.008,11,255,20.9,0.041,1036,8.0,1.0,0.8,683.4,5.9,26.8,2.69,35.9,48.7,0,0,0,0,0,0,0,0,0,1
0.142,0.168,0.184,2.16,0.01,11,255,20.8,0.041,1052,8.0,1.0,0.8,683.4,5.9,26.8,2.69,35.9,48.7,0,0,0,0,0,0,0,0,0,1
0.144,0.168,0.182,2.126,0.008,12,257,20.8,0.043,1037,8.0,1.0,0.8,683.4,5.9,26.8,2.69,35.9,48.7,0,0,0,0,0,0,0,0,0,1
0.139,0.168,0.178,2.132,0.007,11,257,20.9,0.043,1050,8.0,1.0,0.8,684.1,6.0,26.8,2.69,35.8,48.7,0,0,0,0,0,0,0,0,0,1
0.139,0.168,0.178,2.132,0.007,11,257,20.9,0.043,1050,8.0,1.0,0.8,684.1,6.0,26.8,2.69,35.8,48.7,0,0,0,0,0,0,0,0,0,1
0.142,0.166,0.172,2.158,0.007,11,255,20.8,0.042,1051,8.0,1.0,0.8,684.1,6.0,26.8,2.69,35.8,48.7,0,0,0,0,0,1,0,0,0,1
0.142,0.166,0.172,2.158,0.007,11,255,20.8,0.042,1051,8.0,1.0,0.8,685.0,6.0,26.8,2.71,35.7,48.9,0,0,0,0,0,0,0,0,0,1
0.144,0.168,0.176,2.147,0.008,11,257,20.9,0.043,1037,8.0,1.0,0.8,685.0,6.0,26.8,2.71,35.7,48.9,0,0,0,0,0,0,0,0,0,1
0.144,0.168,0.176,2.147,0.008,11,257,20.9,0.043,1037,8.0,1.0,0.8,685.0,6.0,26.8,2.71,35.7,48.9,0,0,0,0,0,0,0,0,0,1
0.144,0.168,0.182,2.121,0.009,12,257,20.9,0.034,1054,8.0,1.0,0.8,685.9,5.9,26.8,2.7,35.6,49.1,0,0,0,0,0,0,0,0,0,1
0.144,0.168,0.182,2.147,0.008,11,255,20.9,0.044,1039,8.0,1.0,0.8,685.9,5.9,26.8,2.7,35.6,49.1,0,0,0,0,0,0,0,0,0,1
0.146,0.168,0.176,2.134,0.014,11,257,20.8,0.043,1051,8.0,1.0,0.8,686.6,5.9,26.8,2.72,35.6,49.3,0,0,0,0,0,0,0,0,0,1
0.144,0.166,0.178,2.138,0.008,11,255,20.8,0.043,1053,8.0,1.0,0.8,686.6,5.9,26.8,2.72,35.6,49.3,0,0,0,0,0,0,0,0,0,1
0.144,0.166,0.178,2.177,0.014,12,255,20.8,0.041,1038,8.0,1.0,0.8,686.6,5.9,26.8,2.72,35.6,49.3,0,0,0,0,0,1,0,0,0,1
0.14,0.166,0.182,2.121,0.01,11,255,20.9,0.044,1051,8.0,1.0,0.8,687.3,5.9,26.8,2.72,35.6,49.4,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.182,2.159,0.007,11,257,20.8,0.042,1053,8.0,1.0,0.8,687.3,5.9,26.8,2.72,35.6,49.4,0,0,0,0,0,0,0,0,0,1
0.142,0.168,0.182,2.169,0.007,11,257,20.8,0.042,1038,8.0,1.0,0.8,687.3,5.9,26.8,2.72,35.6,49.4,0,0,0,0,0,0,0,0,0,1
0.144,0.168,0.182,2.134,0.008,11,257,20.8,0.044,1051,8.0,1.0,0.8,688.0,5.9,26.8,2.71,35.6,49.3,0,0,0,0,0,0,0,0,0,1
0.144,0.168,0.184,2.14,0.008,11,257,20.8,0.044,1036,8.0,1.0,0.8,688.0,5.9,26.8,2.71,35.6,49.3,0,0,0,0,0,0,0,0,0,1
0.144,0.166,0.176,2.144,0.008,12,255,20.8,0.044,1052,8.0,1.0,0.8,688.0,5.9,26.8,2.71,35.6,49.3,0,0,0,0,0,0,0,0,0,0
0.144,0.166,0.176,2.144,0.008,12,255,20.8,0.044,1052,8.0,1.0,0.8,689.0,5.9,26.8,2.71,35.7,49.1,0,0,0,0,0,0,0,0,0,1
0.144,0.168,0.187,2.164,0.008,11,255,20.8,0.041,1039,8.0,1.0,0.8,689.0,5.9,26.8,2.71,35.7,49.1,0,0,0,0,0,0,0,0,0,1
0.142,0.166,0.178,2.147,0.008,11,255,20.9,0.041,1053,8.0,1.0,0.8,689.0,5.9,26.8,2.71,35.7,49.1,0,0,0,0,0,0,0,0,0,1
0.142,0.166,0.184,2.166,0.007,11,255,20.8,0.041,1055,8.0,1.0,0.8,690.0,6.0,26.9,2.74,35.8,48.9,0,0,1,0,0,0,0,0,0,1
0.142,0.168,0.179,2.135,0.008,12,255,20.8,0.043,1039,8.0,1.0,0.8,690.0,6.0,26.9,2.74,35.8,48.9,0,0,0,0,0,1,0,0,0,0
0.142,0.17,0.188,2.152,0.008,11,257,20.9,0.043,1052,8.0,1.0,0.8,690.0,6.0,26.9,2.74,35.8,48.9,1,0,0,0,0,0,0,0,0,1
0.142,0.17,0.178,2.16,0.009,11,257,21.0,0.042,1038,8.0,1.0,0.8,690.9,6.1,26.9,2.71,35.7,48.8,0,0,0,0,0,0,0,0,0,1
0.139,0.168,0.178,2.137,0.008,12,257,20.9,0.044,1052,8.1,1.0,0.8,690.9,6.1,26.9,2.71,35.7,48.8,1,0,0,0,0,0,0,0,0,0
0.142,0.168,0.174,2.127,0.01,11,257,20.9,0.044,1037,8.1,1.0,0.8,690.9,6.1,26.9,2.71,35.7,48.8,0,0,0,0,0,0,0,0,0,0
0.142,0.168,0.187,2.134,0.008,12,257,20.9,0.043,1052,8.1,1.0,0.8,691.8,6.1,26.9,2.71,35.7,48.6,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.188,2.127,0.008,12,257,20.9,0.041,1037,8.1,1.0,0.8,691.8,6.1,26.9,2.71,35.7,48.6,0,0,0,0,0,0,0,0,0,1
0.139,0.166,0.182,2.163,0.007,11,255,20.8,0.041,1052,8.1,1.0,0.8,692.8,6.2,26.9,2.72,35.8,48.3,0,0,0,0,0,0,0,0,0,0
0.142,0.17,0.176,2.162,0.008,12,257,20.8,0.042,1054,8.1,1.0,0.8,692.8,6.2,26.9,2.72,35.8,48.3,0,0,0,0,0,0,0,0,0,0
0.144,0.166,0.182,2.157,0.008,12,255,20.9,0.044,1038,8.1,1.0,0.8,692.8,6.2,26.9,2.72,35.8,48.3,0,0,0,0,0,0,0,0,0,0
0.144,0.17,0.182,2.165,0.009,12,257,20.9,0.034,1052,8.1,1.0,0.8,693.8,6.3,26.8,2.69,35.8,47.8,1,0,0,0,0,0,0,0,0,0
0.142,0.168,0.178,2.155,0.007,11,257,20.9,0.041,1054,8.1,1.0,0.8,693.8,6.3,26.8,2.69,35.8,47.8,1,0,0,0,0,0,0,0,0,0
0.139,0.166,0.186,2.157,0.008,12,255,20.9,0.044,1039,8.1,1.0,0.8,693.8,6.3,26.8,2.69,35.8,47.8,0,0,0,0,0,0,0,0,0,0
0.139,0.166,0.186,2.157,0.008,12,255,20.9,0.044,1039,8.1,1.0,0.8,694.8,6.3,26.8,2.71,35.8,47.9,0,0,0,0,0,0,0,0,0,0
0.141,0.17,0.187,2.159,0.008,11,255,20.9,0.041,1055,8.1,1.0,0.8,694.8,6.3,26.8,2.71,35.8,47.9,0,0,1,0,0,0,0,0,1,0
0.141,0.17,0.187,2.159,0.008,11,255,20.9,0.041,1055,8.1,1.0,0.8,694.8,6.3,26.8,2.71,35.8,47.9,0,0,0,0,0,0,0,0,0,0
0.144,0.166,0.174,2.163,0.008,12,255,20.9,0.043,1052,8.1,1.0,0.8,695.7,6.3,26.8,2.71,35.8,48.0,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.187,2.131,0.008,11,255,20.9,0.043,1053,8.1,1.0,0.8,695.7,6.3,26.8,2.71,35.8,48.0,0,0,0,0,0,0,1,0,0,0
0.144,0.168,0.182,2.173,0.008,11,257,20.9,0.042,1037,8.1,1.0,0.8,695.7,6.3,26.8,2.71,35.8,48.0,0,0,1,0,0,0,0,0,0,0
0.144,0.171,0.18,2.145,0.008,11,255,20.8,0.042,1051,8.1,1.0,0.8,696.6,6.2,26.8,2.7,35.8,48.1,0,0,0,0,0,0,0,0,1,0
0.136,0.168,0.184,2.167,0.008,11,255,20.9,0.042,1036,8.1,1.0,0.8,696.6,6.2,26.8,2.7,35.8,48.1,0,0,0,0,0,1,0,0,0,0
0.142,0.17,0.186,2.13,0.008,12,257,22.2,0.043,1052,8.1,1.0,0.8,696.6,6.2,26.8,2.7,35.8,48.1,0,0,0,0,0,0,0,0,0,0
0.142,0.17,0.178,2.145,0.007,12,255,20.9,0.043,1054,8.1,1.0,0.8,697.7,6.2,26.8,2.69,35.8,48.1,0,0,0,0,0,0,0,0,0,0
0.142,0.17,0.187,2.171,0.008,11,255,20.9,0.041,1039,8.1,1.0,0.8,697.7,6.2,26.8,2.69,35.8,48.1,0,0,0,0,0,0,0,0,0,0
0.14,0.171,0.188,2.167,0.009,12,255,21.0,0.042,1052,8.1,1.0,0.8,697.7,6.2,26.8,2.69,35.8,48.1,0,0,0,0,0,0,0,0,0,0
0.144,0.17,0.187,2.126,0.007,11,255,21.0,0.042,1037,8.1,1.0,0.8,698.6,6.2,26.8,2.68,35.8,48.1,0,0,0,0,0,0,0,0,0,0
0.144,0.17,0.187,2.126,0.007,11,255,21.0,0.042,1037,8.1,1.0,0.8,698.6,6.2,26.8,2.68,35.8,48.1,0,0,0,0,0,0,0,0,0,0
0.14,0.168,0.184,2.123,0.007,11,257,20.9,0.044,1037,8.1,1.0,0.8,699.8,6.2,26.8,2.68,35.8,48.1,0,0,0,0,0,0,0,0,0,0
0.14,0.168,0.184,2.123,0.007,11,257,20.9,0.044,1037,8.1,1.0,0.8,699.8,6.2,26.8,2.68,35.8,48.1,0,0,0,0,0,1,0,0,0,0
0.142,0.17,0.184,2.145,0.007,12,255,20.7,0.044,1052,8.1,1.0,0.8,699.8,6.2,26.8,2.68,35.8,48.1,1,0,0,0,0,0,0,0,0,0
0.144,0.168,0.184,2.135,0.01,12,257,20.9,0.044,1054,8.1,1.0,0.8,700.9,6.2,26.9,2.7,35.8,48.3,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.182,2.144,0.008,12,255,21.0,0.043,1039,8.1,1.0,0.8,700.9,6.2,26.9,2.7,35.8,48.3,1,0,0,0,0,0,0,0,0,0
0.14,0.168,0.184,2.123,0.008,11,255,20.8,0.044,1053,8.1,1.0,0.8,700.9,6.2,26.9,2.7,35.8,48.3,0,0,0,0,0,0,0,0,0,0
0.142,0.168,0.188,2.162,0.008,12,255,20.7,0.043,1038,8.1,1.0,0.8,702.1,6.2,26.8,2.69,35.9,48.4,0,0,0,0,0,0,0,0,0,0
0.146,0.168,0.178,2.14,0.007,11,257,20.9,0.044,1037,8.1,1.0,0.8,702.1,6.2,26.8,2.69,35.9,48.4,1,0,0,0,0,0,0,0,0,0
0.142,0.168,0.186,2.171,0.01,11,258,20.8,0.043,1051,8.1,1.0,0.8,702.1,6.2,26.8,2.69,35.9,48.4,0,0,0,0,0,0,0,0,0,0
0.142,0.17,0.178,2.168,0.008,11,257,20.8,0.043,1053,8.0,1.0,0.8,703.1,6.1,26.9,2.67,35.9,48.4,0,0,0,0,0,0,0,0,0,0
0.142,0.17,0.178,2.147,0.008,12,255,20.9,0.044,1038,8.1,1.0,0.8,703.1,6.1,26.9,2.67,35.9,48.4,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.184,2.149,0.008,11,257,20.8,0.042,1053,8.0,1.0,0.8,703.1,6.1,26.9,2.67,35.9,48.4,0,0,0,0,0,0,0,0,0,0
0.142,0.168,0.181,2.135,0.008,11,257,20.9,0.044,1037,8.0,1.0,0.8,704.1,6.1,26.9,2.7,35.9,48.2,0,0,0,0,0,1,0,0,0,0
0.142,0.168,0.179,2.134,0.008,11,257,20.8,0.044,1052,8.0,1.0,0.8,704.1,6.1,26.9,2.7,35.9,48.2,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.182,2.129,0.008,11,257,20.8,0.043,1037,8.0,1.0,0.8,704.1,6.1,26.9,2.7,35.9,48.2,0,0,0,0,0,0,0,0,0,0
0.142,0.168,0.182,2.117,0.008,11,257,21.0,0.044,1051,8.0,1.0,0.8,705.0,6.1,26.9,2.71,36.0,48.0,0,0,0,0,0,0,0,0,0,0
0.142,0.168,0.182,2.117,0.008,11,257,21.0,0.044,1051,8.0,1.0,0.8,705.0,6.1,26.9,2.71,36.0,48.0,0,0,0,0,0,0,0,0,0,0
0.142,0.17,0.182,2.12,0.009,11,257,20.9,0.044,1038,8.0,1.0,0.8,705.0,6.1,26.9,2.71,36.0,48.0,0,0,0,0,0,0,0,0,1,0
0.142,0.17,0.182,2.12,0.009,11,257,20.9,0.044,1038,8.0,1.0,0.8,706.0,6.1,26.8,2.71,35.9,47.9,0,0,0,1,0,0,0,0,0,0
0.142,0.166,0.181,2.125,0.008,12,257,20.9,0.042,1036,8.0,1.0,0.8,706.0,6.1,26.8,2.71,35.9,47.9,0,0,1,0,0,0,0,0,0,0
0.142,0.168,0.176,2.137,0.008,12,257,20.9,0.044,1052,8.0,1.0,0.8,706.0,6.1,26.8,2.71,35.9,47.9,0,0,0,0,0,0,0,0,0,1
0.141,0.17,0.176,2.153,0.018,12,257,20.9,0.044,1036,8.0,1.0,0.8,706.7,6.1,26.9,2.67,35.9,47.8,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.176,2.136,0.008,12,257,20.9,0.043,1052,8.0,1.0,0.8,706.7,6.1,26.9,2.67,35.9,47.8,0,0,0,0,0,0,0,0,0,0
0.14,0.168,0.18,2.166,0.008,11,257,20.9,0.041,1054,8.0,1.0,0.8,707.5,6.2,26.8,2.67,35.9,47.8,0,0,0,0,0,1,0,0,0,0
0.142,0.168,0.18,2.155,0.008,12,257,20.8,0.041,1039,8.0,1.0,0.8,707.5,6.2,26.8,2.67,35.9,47.8,0,0,0,0,0,0,0,0,0,0
0.146,0.168,0.184,2.163,0.007,12,257,20.8,0.043,1052,8.0,1.0,0.8,707.5,6.2,26.8,2.67,35.9,47.8,0,0,0,0,0,0,0,0,0,0
0.146,0.17,0.176,2.16,0.008,11,257,20.9,0.041,1055,8.0,1.0,0.8,708.3,6.2,26.8,2.7,35.9,47.7,0,0,0,0,0,0,0,0,0,0
0.146,0.168,0.182,2.122,0.008,11,257,20.8,0.042,1040,8.0,1.0,0.8,708.3,6.2,26.8,2.7,35.9,47.7,0,0,0,0,0,0,0,0,0,1
0.144,0.168,0.176,2.169,0.009,11,257,20.8,0.042,1045,8.0,1.0,0.8,708.3,6.2,26.8,2.7,35.9,47.7,0,0,1,0,0,0,0,0,0,0
0.142,0.168,0.178,2.164,0.007,12,257,20.9,0.042,1049,8.0,1.0,0.8,709.1,6.2,26.8,2.69,35.8,47.8,0,0,0,0,0,0,0,0,0,0
0.142,0.168,0.18,2.164,0.008,11,257,20.9,0.042,1052,8.0,1.0,0.8,709.1,6.2,26.8,2.69,35.8,47.8,0,0,0,0,0,0,0,0,0,0
0.142,0.166,0.182,2.152,0.008,11,257,20.9,0.043,1054,8.0,1.0,0.8,709.1,6.2,26.8,2.69,35.8,47.8,0,0,0,0,0,0,0,0,0,0
0.141,0.168,0.178,2.142,0.008,11,257,20.9,0.044,1040,8.1,1.0,0.8,710.0,6.1,26.8,2.68,35.8,47.8,0,0,0,0,0,0,0,0,0,0
0.142,0.168,0.182,2.161,0.008,11,257,20.8,0.042,1046,8.0,1.0,0.8,710.0,6.1,26.8,2.68,35.8,47.8,0,0,0,0,0,1,0,0,0,0
0.144,0.168,0.176,2.157,0.008,11,257,21.0,0.042,1049,8.0,1.0,0.8,710.0,6.1,26.8,2.68,35.8,47.8,0,0,0,0,0,0,0,0,0,0
0.146,0.166,0.18,2.128,0.007,11,257,21.0,0.044,1053,8.1,1.0,0.8,710.8,6.1,26.8,2.7,35.9,47.9,0,0,0,0,0,0,0,0,0,0
0.146,0.168,0.185,2.137,0.008,12,257,20.8,0.044,1055,8.0,1.0,0.8,710.8,6.1,26.8,2.7,35.9,47.9,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.186,2.164,0.011,11,257,20.9,0.042,1040,8.1,1.0,0.8,710.8,6.1,26.8,2.7,35.9,47.9,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.181,2.159,0.01,11,257,20.7,0.042,1046,8.1,1.0,0.8,711.7,6.1,26.8,2.71,36.0,48.1,0,0,0,0,0,0,0,0,0,0
0.146,0.168,0.178,2.125,0.008,12,257,20.8,0.035,1049,8.0,1.0,0.8,711.7,6.1,26.8,2.71,36.0,48.1,0,0,1,0,0,0,0,0,0,0
0.144,0.168,0.179,2.137,0.008,11,257,20.9,0.044,1052,8.0,1.0,0.8,711.7,6.1,26.8,2.71,36.0,48.1,0,0,0,0,0,0,0,0,0,0
0.14,0.166,0.187,2.158,0.008,11,257,20.9,0.041,1054,8.0,1.0,0.8,712.3,6.1,26.8,2.72,36.0,48.0,0,0,0,0,0,0,0,0,0,0
0.146,0.168,0.176,2.147,0.008,12,257,20.9,0.044,1056,8.0,1.0,0.8,712.3,6.1,26.8,2.72,36.0,48.0,0,0,0,0,0,0,0,0,0,0
0.142,0.166,0.178,2.152,0.008,12,257,20.8,0.043,1040,8.0,1.0,0.8,712.3,6.1,26.8,2.72,36.0,48.0,0,0,0,0,0,0,0,0,0,0
0.142,0.168,0.178,2.119,0.008,12,257,20.8,0.044,1054,8.0,1.0,0.8,713.0,6.1,26.9,2.7,36.0,47.8,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.178,2.17,0.008,12,257,20.9,0.041,1039,8.0,1.0,0.8,713.0,6.1,26.9,2.7,36.0,47.8,0,0,0,0,0,0,0,0,1,0
0.144,0.168,0.19,2.128,0.008,10,257,20.8,0.044,1054,8.0,1.0,0.8,713.7,6.0,26.9,2.71,36.1,47.5,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.19,2.128,0.008,10,257,20.8,0.044,1054,8.0,1.0,0.8,713.7,6.0,26.9,2.71,36.1,47.5,0,0,0,0,0,0,0,0,0,0
0.142,0.164,0.182,2.149,0.008,11,257,20.8,0.043,1053,8.0,1.0,0.8,713.7,6.0,26.9,2.71,36.1,47.5,0,0,0,0,0,0,0,0,0,0
0.142,0.164,0.182,2.149,0.008,11,257,20.8,0.043,1053,8.0,1.0,0.8,714.0,5.9,26.9,2.69,36.2,47.3,0,0,0,0,0,0,0,0,0,0
0.144,0.17,0.182,2.145,0.008,11,257,20.8,0.043,1039,8.0,1.0,0.8,714.0,5.9,26.9,2.69,36.2,47.3,0,0,1,0,0,0,0,0,0,0
0.144,0.17,0.182,2.145,0.008,11,257,20.8,0.043,1039,8.0,1.0,0.8,714.0,5.9,26.9,2.69,36.2,47.3,0,0,0,0,0,0,1,0,0,0
0.14,0.166,0.182,2.132,0.007,12,257,20.9,0.044,1055,8.0,1.0,0.8,714.0,5.9,26.9,2.7,36.3,47.2,0,0,0,0,0,1,0,0,0,0
0.144,0.168,0.184,2.164,0.008,12,257,20.9,0.044,1040,8.0,1.0,0.8,714.0,5.9,26.9,2.7,36.3,47.2,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.18,2.144,0.007,12,257,20.8,0.044,1053,8.0,1.0,0.8,714.0,5.9,26.9,2.7,36.3,47.2,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.188,2.143,0.008,11,258,20.8,0.043,1038,8.0,1.0,0.8,714.0,5.8,26.9,2.71,36.4,47.1,0,0,0,0,0,0,0,0,0,0
0.142,0.168,0.188,2.16,0.008,12,257,20.8,0.044,1053,8.0,1.0,0.8,714.0,5.8,26.9,2.71,36.4,47.1,0,0,0,0,0,0,0,0,0,0
0.144,0.17,0.186,2.121,0.008,11,257,20.9,0.044,1038,8.0,1.0,0.8,714.0,5.8,26.9,2.71,36.4,47.1,0,0,0,0,0,0,0,0,0,0
0.144,0.168,0.178,2.156,0.008,11,257,20.7,0.044,1052,8.0,1.0,0.8,714.0,5.8,26.9,2.7,36.4,46.9,0,0,0,0,0,0,0,0,0,0
0.146,0.168,0.176,2.152,0.011,11,257,20.9,0.042,1037,8.0,1.0,0.8,714.0,5.8,26.9,2.7,36.4,46.9,0,0,1,0,0,0,0,0,0,0
0.142,0.17,0.187,2.149,0.008,12,257,20.8,0.043,1052,8.0,1.0,0.8,714.0,5.8,26.9,2.7,36.4,46.9,0,0,0,0,0,0,0,0,0,0
0.147,0.168,0.178,2.163,0.008,12,257,20.7,0.044,1038,8.0,1.0,0.8,713.6,5.7,26.9,2.7,36.4,46.8,1,0,0,0,0,0,0,0,0,0
0.14,0.168,0.182,2.129,0.008,11,258,20.9,0.044,1053,8.0,1.0,0.8,713.6,5.7,26.9,2.7,36.4,46.8,0,0,0,0,0,0,0,0,0,0
0.142,0.17,0.19,2.161,0.007,11,258,20.8,0.041,1037,8.0,1.0,0.8,713.6,5.7,26.9,2.7,36.4,46.8,0,0,0,0,0,0,0,0,0,0
0.142,0.171,0.184,2.149,0.008,12,258,20.9,0.043,1053,8.0,1.0,0.8,712.5,5.7,26.9,2.67,36.4,46.9,0,0,0,0,0,0,0,0,0,0
0.144,0.17,0.188,2.118,0.009,12,258,20.8,0.042,1037,8.0,1.0,0.8,712.5,5.7,26.9,2.67,36.4,46.9,0,0,0,0,0,0,0,0,0,0
0.141,0.17,0.18,2.139,0.008,12,257,20.9,0.044,1054,8.0,1.0,0.8,710.8,5.6,26.9,2.7,36.4,46.9,0,0,0,0,0,0,1,0,0,0
