process_velocity_1,process_velocity_2,process_velocity_3,process_high_velocity,process_cylinder_pressure,process_rapid_rise_time,process_biscuit_thickness,process_clamping_force,process_cycle_time,process_pressure_rise_time,process_casting_pressure,process_spray_time,process_spray_1_time,process_spray_2_time,sensor_melting_furnace_temp,sensor_air_pressure,sensor_air_pressure_min,sensor_air_pressure_max,sensor_coolant_temp,sensor_coolant_temp_min,sensor_coolant_temp_max,sensor_coolant_pressure,sensor_factory_temp,sensor_factory_temp_min,sensor_factory_temp_max,sensor_factory_humidity,sensor_factory_humidity_min,sensor_factory_humidity_max
0.142,0.168,0.18,2.118,215,0.007,11,257,20.9,0.041,1041,8.0,1.0,0.8,689.5,6.3,3,9,27.2,10,50,2.71,36.7,18.0,22.0,46.4,18.0,22.0
0.144,0.168,0.179,2.167,215,0.009,13,258,21.2,0.034,1042,8.3,0.8,0.8,684.1,6.1,3,9,27.0,10,50,2.74,32.3,18.0,22.0,64.9,18.0,22.0
0.142,0.166,0.179,2.126,214,0.008,12,254,20.7,0.044,1036,7.9,0.8,0.8,706.3,6.4,3,9,26.2,10,50,2.73,31.8,18.0,22.0,63.8,18.0,22.0
0.142,0.17,0.179,2.141,217,0.007,12,258,20.6,0.044,1052,7.9,0.8,0.8,705.4,6.3,3,9,26.2,10,50,2.75,31.6,18.0,22.0,62.3,18.0,22.0
0.144,0.166,0.184,2.157,219,0.008,12,259,20.9,0.042,1058,8.3,0.8,0.8,698.5,5.6,3,9,27.1,10,50,2.72,32.0,18.0,22.0,69.3,18.0,22.0
0.144,0.172,0.186,2.165,217,0.008,11,257,20.9,0.041,1051,8.0,1.0,0.8,683.5,6.1,3,9,26.8,10,50,2.69,35.9,18.0,22.0,48.9,18.0,22.0
0.144,0.166,0.18,2.147,239,0.007,12,253,22.5,0.037,1155,9.7,1.2,0.7,727.8,4.7,3,9,26.5,10,50,2.62,32.5,18.0,22.0,64.3,18.0,22.0
0.142,0.166,0.186,2.143,218,0.007,12,254,20.8,0.044,1053,7.9,0.8,0.8,682.7,6.8,3,9,26.6,10,50,2.75,32.2,18.0,22.0,62.5,18.0,22.0
0.14,0.166,0.182,2.118,239,0.008,11,253,22.7,0.036,1157,9.7,1.2,0.7,726.6,4.7,3,9,26.6,10,50,2.62,31.8,18.0,22.0,67.2,18.0,22.0
0.141,0.17,0.176,2.155,218,0.007,11,255,20.9,0.041,1054,8.1,1.0,0.8,704.0,6.3,3,9,27.3,10,50,2.7,36.5,18.0,22.0,46.3,18.0,22.0
0.142,0.17,0.188,2.154,217,0.008,12,258,20.6,0.033,1050,7.9,0.8,0.8,684.5,6.4,3,9,26.2,10,50,2.74,31.5,18.0,22.0,63.2,18.0,22.0
0.142,0.168,0.178,2.12,215,0.01,11,255,20.8,0.044,1041,8.1,1.0,0.8,699.3,6.9,3,9,27.2,10,50,2.69,36.3,18.0,22.0,46.9,18.0,22.0
0.141,0.168,0.18,2.149,215,0.008,14,253,21.3,0.043,1042,8.4,0.8,1.0,682.9,5.1,3,9,27.3,10,50,2.76,32.3,18.0,22.0,64.5,18.0,22.0
0.144,0.166,0.186,2.137,215,0.008,11,257,20.8,0.044,1040,8.0,1.0,0.8,690.8,5.8,3,9,27.0,10,50,2.7,36.0,18.0,22.0,46.7,18.0,22.0
0.144,0.166,0.187,2.147,217,0.008,12,258,20.6,0.042,1052,7.9,0.8,0.8,696.0,6.2,3,9,26.4,10,50,2.73,32.2,18.0,22.0,62.0,18.0,22.0
0.14,0.17,0.178,2.16,218,0.009,12,251,20.7,0.034,1053,7.9,0.7,0.8,692.6,6.6,3,9,26.3,10,50,2.71,34.5,18.0,22.0,54.1,18.0,22.0
0.144,0.166,0.19,2.156,217,0.007,11,254,20.7,0.042,1052,7.8,0.7,0.8,719.7,6.5,3,9,26.1,10,50,2.7,33.0,18.0,22.0,57.8,18.0,22.0
0.144,0.17,0.184,2.155,215,0.008,13,258,21.1,0.044,1040,8.2,0.8,0.8,713.7,5.2,3,9,27.1,10,50,2.76,32.0,18.0,22.0,67.7,18.0,22.0
0.144,0.166,0.181,2.138,217,0.008,12,254,21.3,0.041,1052,8.4,0.8,0.8,711.1,6.9,3,9,26.8,10,50,2.74,32.0,18.0,22.0,63.1,18.0,22.0
0.144,0.168,0.18,2.137,214,0.018,12,257,20.7,0.044,1038,8.0,1.0,0.8,701.5,6.3,3,9,27.3,10,50,2.69,36.7,18.0,22.0,46.2,18.0,22.0
0.144,0.17,0.182,2.134,215,0.008,11,257,21.0,0.043,1039,8.0,1.0,0.8,710.3,6.1,3,9,26.4,10,50,2.68,34.0,18.0,22.0,53.3,18.0,22.0
0.142,0.17,0.186,2.162,217,0.006,11,254,20.7,0.042,1051,7.9,0.8,0.8,691.8,6.2,3,9,26.5,10,50,2.74,32.6,18.0,22.0,60.8,18.0,22.0
0.142,0.166,0.178,2.128,218,0.007,11,253,20.7,0.043,1053,7.9,0.8,0.8,701.9,6.3,3,9,26.1,10,50,2.73,31.6,18.0,22.0,64.7,18.0,22.0
0.142,0.17,0.176,2.168,218,0.008,11,257,20.9,0.034,1054,8.1,1.0,0.8,698.0,6.3,3,9,26.5,10,50,2.7,34.1,18.0,22.0,54.0,18.0,22.0
0.142,0.168,0.184,2.146,214,0.008,11,258,20.8,0.041,1036,8.0,1.0,0.8,708.7,5.7,3,9,26.1,10,50,2.75,31.0,18.0,22.0,66.2,18.0,22.0
0.142,0.17,0.18,2.125,218,0.01,11,258,20.8,0.041,1053,8.0,1.0,0.8,701.5,6.3,3,9,27.3,10,50,2.69,36.7,18.0,22.0,46.2,18.0,22.0
0.146,0.168,0.188,2.14,214,0.021,11,255,20.9,0.044,1037,8.1,1.0,0.8,707.0,6.6,3,9,26.7,10,50,2.7,35.4,18.0,22.0,50.1,18.0,22.0
0.142,0.168,0.187,2.125,239,0.008,11,261,22.6,0.035,1156,9.7,1.2,0.7,697.9,5.0,3,9,26.5,10,50,2.62,35.0,18.0,22.0,57.7,18.0,22.0
0.142,0.166,0.178,2.169,215,0.008,11,257,20.7,0.041,1040,8.0,1.0,0.8,685.0,5.4,3,9,27.0,10,50,2.72,36.8,18.0,22.0,46.4,18.0,22.0
0.142,0.17,0.178,2.145,218,0.007,12,255,20.9,0.043,1054,8.1,1.0,0.8,697.7,6.2,3,9,26.8,10,50,2.69,35.8,18.0,22.0,48.1,18.0,22.0
0.142,0.168,0.186,2.124,214,0.008,11,250,20.7,0.044,1037,7.8,0.8,0.8,691.1,5.8,3,9,26.1,10,50,2.72,31.0,18.0,22.0,65.8,18.0,22.0
0.142,0.17,0.176,2.128,218,0.007,11,254,21.2,0.043,1053,8.4,0.8,0.8,710.0,6.7,3,9,26.8,10,50,2.72,32.0,18.0,22.0,63.0,18.0,22.0
0.144,0.168,0.187,2.151,235,0.006,11,253,22.7,0.045,1136,9.7,1.2,0.7,699.6,5.0,3,9,26.5,10,50,2.62,35.0,18.0,22.0,57.7,18.0,22.0
0.142,0.168,0.181,2.113,239,0.007,14,258,22.7,0.037,1159,9.8,1.2,0.7,720.8,6.9,3,9,28.1,10,50,2.6,32.1,18.0,22.0,69.7,18.0,22.0
0.144,0.17,0.178,2.1,239,0.008,14,254,22.5,0.035,1159,9.8,1.2,0.7,725.6,7.1,3,9,28.1,10,50,2.63,32.2,18.0,22.0,69.6,18.0,22.0
0.142,0.168,0.182,2.147,218,0.008,11,257,20.9,0.041,1055,8.0,1.0,0.8,690.5,6.3,3,9,27.3,10,50,2.69,36.7,18.0,22.0,46.5,18.0,22.0
0.144,0.168,0.178,2.167,214,0.008,12,257,20.9,0.042,1037,8.1,1.0,0.8,683.0,6.5,3,9,26.5,10,50,2.69,34.7,18.0,22.0,52.5,18.0,22.0
0.141,0.168,0.181,2.164,218,0.01,12,254,21.2,0.041,1055,8.3,0.8,0.8,698.9,5.9,3,9,26.8,10,50,2.74,32.0,18.0,22.0,62.1,18.0,22.0
0.142,0.17,0.182,2.128,215,0.008,11,250,20.9,0.044,1038,8.1,1.0,0.8,696.0,6.6,3,9,26.4,10,50,2.7,34.7,18.0,22.0,53.3,18.0,22.0
0.16,0.188,0.204,2.236,239,0.008,13,259,20.4,0.041,1155,7.8,1.2,0.7,705.9,7.0,3,9,28.1,10,50,2.62,32.2,18.0,22.0,69.5,18.0,22.0
0.146,0.17,0.187,2.131,218,0.007,11,257,20.9,0.043,1055,8.1,1.0,0.8,700.0,7.0,3,9,27.3,10,50,2.69,36.3,18.0,22.0,47.0,18.0,22.0
0.144,0.166,0.184,2.131,214,0.008,12,259,20.7,0.044,1038,7.9,0.7,0.8,672.4,6.6,3,9,26.3,10,50,2.68,34.1,18.0,22.0,54.6,18.0,22.0
0.141,0.165,0.184,2.148,218,0.007,12,259,20.9,0.044,1053,8.0,1.0,0.8,687.7,6.2,3,9,27.2,10,50,2.71,36.6,18.0,22.0,47.0,18.0,22.0
0.142,0.168,0.176,2.123,218,0.01,13,259,21.0,0.041,1057,8.2,0.8,0.8,715.4,5.1,3,9,27.1,10,50,2.73,32.0,18.0,22.0,67.8,18.0,22.0
0.144,0.168,0.182,2.13,214,0.008,13,255,20.5,0.044,1038,7.8,0.8,0.8,710.1,6.2,3,9,26.4,10,50,2.75,31.9,18.0,22.0,63.1,18.0,22.0
0.144,0.166,0.18,2.166,214,0.009,11,257,20.8,0.042,1038,8.1,1.0,0.8,682.1,6.5,3,9,26.5,10,50,2.7,34.7,18.0,22.0,52.2,18.0,22.0
0.14,0.168,0.186,2.135,218,0.008,12,255,21.2,0.043,1054,8.3,0.8,0.8,671.2,5.9,3,9,26.8,10,50,2.72,32.4,18.0,22.0,62.1,18.0,22.0
0.144,0.168,0.176,2.146,218,0.007,12,258,21.1,0.043,1055,8.3,0.8,0.8,677.2,5.8,3,9,26.8,10,50,2.73,32.3,18.0,22.0,61.9,18.0,22.0
0.144,0.168,0.179,2.143,215,0.008,11,255,20.8,0.044,1040,8.1,1.0,0.8,721.9,6.2,3,9,26.0,10,50,2.74,30.9,18.0,22.0,65.8,18.0,22.0
0.142,0.168,0.184,2.166,218,0.009,11,257,20.9,0.044,1055,8.1,1.0,0.8,691.2,6.2,3,9,26.5,10,50,2.7,34.1,18.0,22.0,53.9,18.0,22.0
0.144,0.168,0.186,2.154,214,0.008,11,258,20.9,0.041,1038,8.1,1.0,0.8,698.6,6.4,3,9,26.4,10,50,2.72,34.5,18.0,22.0,52.7,18.0,22.0
0.14,0.166,0.178,2.121,218,0.008,11,253,21.0,0.042,1055,8.3,0.8,0.8,713.8,5.2,3,9,27.1,10,50,2.76,32.0,18.0,22.0,67.5,18.0,22.0
0.174,0.21,0.228,2.249,239,0.01,13,261,20.3,0.043,1157,7.3,1.2,0.7,682.5,6.9,3,9,28.1,10,50,2.64,32.0,18.0,22.0,70.5,18.0,22.0
0.142,0.166,0.174,2.159,214,0.008,11,255,20.8,0.041,1037,7.9,0.7,0.8,718.0,6.9,3,9,26.1,10,50,2.7,32.9,18.0,22.0,58.3,18.0,22.0
0.146,0.166,0.184,2.141,215,0.007,10,253,20.8,0.044,1039,7.9,0.8,0.8,704.0,6.2,3,9,26.5,10,50,2.75,32.2,18.0,22.0,60.9,18.0,22.0
0.142,0.168,0.184,2.147,218,0.008,11,257,20.8,0.043,1053,8.0,1.0,0.8,703.0,6.1,3,9,27.3,10,50,2.73,36.6,18.0,22.0,46.3,18.0,22.0
0.144,0.168,0.174,2.159,218,0.008,11,257,20.8,0.042,1054,8.0,1.0,0.8,681.5,5.6,3,9,27.0,10,50,2.71,36.1,18.0,22.0,46.3,18.0,22.0
0.144,0.168,0.179,2.073,239,0.008,14,258,22.5,0.038,1156,9.8,1.2,0.7,700.8,7.0,3,9,27.2,10,50,2.62,31.8,18.0,22.0,69.2,18.0,22.0
0.146,0.17,0.186,2.153,218,0.008,12,257,20.7,0.044,1056,8.0,1.0,0.8,686.5,5.4,3,9,27.0,10,50,2.71,36.8,18.0,22.0,46.3,18.0,22.0
0.14,0.168,0.186,2.138,215,0.008,12,255,20.9,0.043,1040,8.1,1.0,0.8,685.4,6.7,3,9,26.5,10,50,2.71,34.7,18.0,22.0,52.4,18.0,22.0
0.142,0.166,0.18,2.104,215,0.006,13,257,21.1,0.043,1041,8.4,0.8,0.8,678.7,6.9,3,9,26.9,10,50,2.73,32.2,18.0,22.0,62.8,18.0,22.0
0.142,0.166,0.189,2.111,235,0.005,14,259,22.7,0.035,1138,9.8,1.2,0.7,715.8,6.9,3,9,28.1,10,50,2.63,32.0,18.0,22.0,69.8,18.0,22.0
0.14,0.168,0.178,2.122,217,0.008,11,257,20.9,0.044,1052,8.1,1.0,0.8,687.8,6.3,3,9,26.5,10,50,2.69,34.2,18.0,22.0,53.6,18.0,22.0
0.141,0.168,0.18,2.142,215,0.008,11,255,21.0,0.044,1039,8.1,1.0,0.8,697.1,6.6,3,9,26.6,10,50,2.7,34.9,18.0,22.0,52.0,18.0,22.0
0.14,0.17,0.18,2.167,214,0.008,11,257,20.9,0.044,1038,8.0,1.0,0.8,679.3,5.5,3,9,27.0,10,50,2.7,37.0,18.0,22.0,45.5,18.0,22.0
0.142,0.168,0.178,2.132,215,0.008,11,255,20.9,0.044,1040,8.1,1.0,0.8,705.0,6.6,3,9,26.7,10,50,2.72,35.3,18.0,22.0,51.7,18.0,22.0
0.139,0.168,0.176,2.137,217,0.008,11,255,20.7,0.042,1051,7.9,0.8,0.8,694.7,6.2,3,9,26.3,10,50,2.73,31.6,18.0,22.0,64.0,18.0,22.0
0.14,0.168,0.184,2.135,218,0.008,12,257,20.9,0.044,1055,8.1,1.0,0.8,703.7,6.9,3,9,27.4,10,50,2.69,36.0,18.0,22.0,50.3,18.0,22.0
0.142,0.168,0.187,2.155,218,0.008,13,251,21.2,0.042,1056,8.4,0.8,1.0,692.6,5.1,3,9,27.3,10,50,2.75,32.5,18.0,22.0,64.2,18.0,22.0
0.146,0.17,0.188,2.141,215,0.008,11,257,21.1,0.044,1039,8.3,0.8,0.8,671.5,5.9,3,9,26.8,10,50,2.72,32.4,18.0,22.0,61.6,18.0,22.0
0.142,0.167,0.176,2.084,239,0.008,15,257,22.5,0.038,1157,9.8,1.2,0.7,698.8,7.0,3,9,27.4,10,50,2.62,32.9,18.0,22.0,64.8,18.0,22.0
0.144,0.166,0.18,2.157,216,0.008,12,257,21.2,0.042,1044,8.3,0.8,0.8,686.3,6.0,3,9,27.0,10,50,2.75,32.2,18.0,22.0,65.5,18.0,22.0
0.144,0.168,0.18,2.165,215,0.01,12,255,20.9,0.036,1041,8.0,1.0,0.8,703.0,6.9,3,9,27.4,10,50,2.7,36.0,18.0,22.0,50.3,18.0,22.0
0.142,0.168,0.188,2.147,218,0.007,11,259,20.8,0.043,1053,7.9,0.7,0.8,677.5,6.6,3,9,26.2,10,50,2.69,34.1,18.0,22.0,54.8,18.0,22.0
0.144,0.164,0.188,2.15,218,0.008,11,257,20.7,0.043,1054,8.0,1.0,0.8,702.2,6.8,3,9,27.4,10,50,2.69,36.0,18.0,22.0,50.6,18.0,22.0
0.142,0.171,0.186,2.159,218,0.008,12,257,21.2,0.042,1056,8.4,0.8,0.8,678.9,6.4,3,9,26.9,10,50,2.75,32.3,18.0,22.0,63.6,18.0,22.0
0.144,0.168,0.18,2.109,239,0.008,9,257,22.5,0.036,1156,9.7,1.2,0.7,690.3,5.2,3,9,26.5,10,50,2.63,35.0,18.0,22.0,57.9,18.0,22.0
0.142,0.166,0.178,2.162,219,0.008,13,255,21.2,0.043,1058,8.4,1.0,0.8,716.9,4.9,3,9,27.3,10,50,2.74,32.5,18.0,22.0,63.8,18.0,22.0
0.146,0.17,0.178,2.145,214,0.008,11,258,20.6,0.044,1037,7.9,0.7,0.8,685.4,6.7,3,9,26.3,10,50,2.69,34.2,18.0,22.0,54.8,18.0,22.0
0.144,0.168,0.178,2.158,214,0.007,12,257,20.8,0.042,1037,7.9,0.8,0.8,707.4,6.2,3,9,26.4,10,50,2.77,32.0,18.0,22.0,62.3,18.0,22.0
0.14,0.17,0.174,2.138,217,0.017,12,258,20.9,0.043,1052,8.0,1.0,0.8,690.8,6.1,3,9,27.2,10,50,2.7,36.6,18.0,22.0,47.1,18.0,22.0
0.141,0.168,0.182,2.115,217,0.008,11,254,20.7,0.043,1052,7.9,0.8,0.8,709.0,6.3,3,9,26.2,10,50,2.74,31.9,18.0,22.0,63.4,18.0,22.0
0.142,0.168,0.176,2.135,218,0.008,12,258,20.9,0.044,1055,8.0,1.0,0.8,708.0,5.8,3,9,27.2,10,50,2.67,36.8,18.0,22.0,46.0,18.0,22.0
0.142,0.168,0.178,2.128,218,0.008,12,255,20.9,0.044,1056,8.0,1.0,0.8,687.6,5.7,3,9,27.0,10,50,2.69,36.0,18.0,22.0,46.4,18.0,22.0
0.144,0.171,0.18,2.119,218,0.008,11,258,20.7,0.043,1054,7.9,0.7,0.8,686.9,6.8,3,9,26.3,10,50,2.7,34.2,18.0,22.0,54.7,18.0,22.0
0.141,0.17,0.184,2.157,218,0.007,12,254,20.8,0.042,1053,7.9,0.8,0.8,712.7,6.3,3,9,26.6,10,50,2.76,32.1,18.0,22.0,62.5,18.0,22.0
0.144,0.168,0.19,2.128,218,0.008,10,257,20.8,0.044,1054,8.0,1.0,0.8,713.7,6.0,3,9,26.9,10,50,2.71,36.1,18.0,22.0,47.5,18.0,22.0
0.142,0.17,0.18,2.154,215,0.008,12,255,21.1,0.042,1040,8.3,0.8,0.8,698.9,5.9,3,9,26.8,10,50,2.74,32.0,18.0,22.0,62.1,18.0,22.0
0.146,0.168,0.177,2.161,218,0.007,11,257,20.6,0.042,1053,8.0,1.0,0.8,685.0,5.4,3,9,27.0,10,50,2.72,36.8,18.0,22.0,46.4,18.0,22.0
0.14,0.17,0.184,2.131,218,0.008,11,257,21.2,0.044,1054,8.3,0.8,0.8,672.3,5.9,3,9,26.8,10,50,2.73,32.3,18.0,22.0,62.2,18.0,22.0
0.142,0.168,0.179,2.165,216,0.008,13,259,21.1,0.035,1043,8.3,0.8,0.8,702.7,5.3,3,9,27.1,10,50,2.76,32.0,18.0,22.0,69.3,18.0,22.0
0.142,0.168,0.178,2.146,217,0.008,11,255,20.9,0.042,1051,8.1,1.0,0.8,693.5,6.1,3,9,26.8,10,50,2.68,35.6,18.0,22.0,49.8,18.0,22.0
0.144,0.17,0.176,2.118,240,0.008,13,258,22.6,0.038,1161,9.8,1.2,0.7,721.3,5.1,3,9,27.1,10,50,2.62,31.6,18.0,22.0,69.9,18.0,22.0
0.142,0.168,0.181,2.157,217,0.008,12,258,20.7,0.042,1052,7.8,0.8,0.8,697.0,5.8,3,9,26.1,10,50,2.76,31.0,18.0,22.0,66.0,18.0,22.0
0.144,0.168,0.181,2.118,215,0.008,12,257,20.9,0.044,1039,8.1,1.0,0.8,693.7,6.6,3,9,26.6,10,50,2.72,34.9,18.0,22.0,51.9,18.0,22.0
0.141,0.166,0.186,2.158,217,0.008,11,257,20.8,0.042,1051,7.9,0.8,0.8,707.4,6.2,3,9,26.4,10,50,2.77,32.0,18.0,22.0,62.3,18.0,22.0
0.146,0.168,0.18,2.153,214,0.008,12,258,20.7,0.044,1038,8.0,1.0,0.8,691.4,5.3,3,9,27.0,10,50,2.67,36.8,18.0,22.0,46.7,18.0,22.0
0.141,0.17,0.176,2.153,214,0.018,12,257,20.9,0.044,1036,8.0,1.0,0.8,706.7,6.1,3,9,26.9,10,50,2.67,35.9,18.0,22.0,47.8,18.0,22.0
0.144,0.168,0.184,2.123,217,0.007,11,258,20.8,0.043,1052,7.9,0.8,0.8,701.6,6.4,3,9,26.2,10,50,2.76,31.6,18.0,22.0,62.9,18.0,22.0
0.142,0.168,0.186,2.136,218,0.008,12,255,20.9,0.044,1054,8.0,1.0,0.8,711.0,6.1,3,9,26.4,10,50,2.7,34.1,18.0,22.0,53.0,18.0,22.0
0.142,0.168,0.181,2.096,239,0.008,13,255,22.8,0.036,1159,9.8,1.2,0.7,687.9,7.1,3,9,27.3,10,50,2.62,32.8,18.0,22.0,66.2,18.0,22.0
0.144,0.168,0.18,2.128,215,0.008,15,257,20.8,0.043,1039,8.0,1.0,0.8,707.3,5.6,3,9,26.9,10,50,2.72,36.4,18.0,22.0,47.0,18.0,22.0
0.144,0.168,0.186,2.13,218,0.007,11,258,20.7,0.043,1053,7.9,0.8,0.8,691.8,6.1,3,9,26.5,10,50,2.77,32.2,18.0,22.0,61.4,18.0,22.0
0.142,0.168,0.186,2.141,214,0.008,11,255,20.9,0.044,1037,8.1,1.0,0.8,689.2,6.6,3,9,26.6,10,50,2.72,34.8,18.0,22.0,52.4,18.0,22.0
0.146,0.168,0.182,2.134,214,0.008,12,251,20.5,0.044,1037,7.9,0.8,0.8,703.4,6.3,3,9,26.2,10,50,2.74,31.6,18.0,22.0,64.5,18.0,22.0
0.146,0.166,0.176,2.145,214,0.008,12,258,20.9,0.043,1037,8.1,1.0,0.8,697.0,6.5,3,9,26.4,10,50,2.69,34.7,18.0,22.0,52.6,18.0,22.0
0.144,0.168,0.176,2.157,215,0.007,14,254,21.3,0.044,1039,8.4,1.0,0.8,714.7,5.1,3,9,27.2,10,50,2.72,32.5,18.0,22.0,63.8,18.0,22.0
0.144,0.17,0.184,2.135,218,0.008,11,258,20.9,0.044,1055,8.1,1.0,0.8,704.5,6.0,3,9,26.4,10,50,2.7,34.6,18.0,22.0,52.2,18.0,22.0
0.144,0.168,0.176,2.143,217,0.007,11,255,20.7,0.044,1051,7.9,0.8,0.8,705.2,6.3,3,9,26.4,10,50,2.74,32.0,18.0,22.0,62.5,18.0,22.0
0.146,0.168,0.176,2.147,218,0.008,12,257,20.9,0.044,1056,8.0,1.0,0.8,712.3,6.1,3,9,26.8,10,50,2.72,36.0,18.0,22.0,48.0,18.0,22.0
0.144,0.17,0.178,2.155,215,0.008,12,253,20.7,0.042,1038,7.9,0.8,0.8,686.2,6.9,3,9,26.7,10,50,2.74,32.2,18.0,22.0,62.5,18.0,22.0
0.146,0.168,0.178,2.149,217,0.008,11,257,20.9,0.041,1051,8.0,1.0,0.8,681.3,6.1,3,9,26.8,10,50,2.72,35.9,18.0,22.0,48.8,18.0,22.0
0.14,0.168,0.178,2.155,215,0.008,13,255,21.3,0.044,1040,8.4,1.0,0.8,717.9,5.0,3,9,27.2,10,50,2.72,32.5,18.0,22.0,63.8,18.0,22.0
0.14,0.162,0.182,2.083,216,0.008,6,254,21.3,0.039,1045,8.5,0.8,1.0,690.6,5.1,3,9,27.3,10,50,2.75,32.4,18.0,22.0,64.2,18.0,22.0
0.144,0.17,0.178,2.155,214,0.008,13,257,20.8,0.043,1037,8.0,1.0,0.8,709.2,6.0,3,9,26.4,10,50,2.68,34.2,18.0,22.0,52.5,18.0,22.0
0.144,0.171,0.18,2.145,218,0.007,11,255,20.8,0.044,1055,8.0,1.0,0.8,694.1,6.4,3,9,27.3,10,50,2.69,36.6,18.0,22.0,46.6,18.0,22.0
0.146,0.168,0.184,2.144,218,0.008,11,254,20.8,0.042,1054,8.0,1.0,0.8,730.0,5.9,3,9,26.0,10,50,2.75,30.7,18.0,22.0,66.5,18.0,22.0
0.14,0.168,0.178,2.151,215,0.008,12,258,20.8,0.044,1041,8.0,1.0,0.8,695.6,5.7,3,9,27.2,10,50,2.72,36.6,18.0,22.0,47.2,18.0,22.0
0.144,0.168,0.184,2.143,217,0.008,12,255,20.6,0.044,1051,7.8,0.8,0.8,706.8,6.2,3,9,26.4,10,50,2.75,32.0,18.0,22.0,62.7,18.0,22.0
0.144,0.168,0.188,2.116,218,0.01,11,255,20.9,0.044,1053,8.1,1.0,0.8,682.0,6.5,3,9,26.5,10,50,2.7,34.7,18.0,22.0,52.0,18.0,22.0
0.14,0.17,0.18,2.144,215,0.008,11,255,20.9,0.044,1040,8.1,1.0,0.8,707.0,6.7,3,9,26.7,10,50,2.71,35.5,18.0,22.0,50.5,18.0,22.0
0.142,0.17,0.178,2.168,218,0.008,11,257,20.8,0.043,1053,8.0,1.0,0.8,703.1,6.1,3,9,26.9,10,50,2.67,35.9,18.0,22.0,48.4,18.0,22.0
0.14,0.168,0.178,2.118,217,0.007,11,255,20.8,0.043,1052,7.9,0.8,0.8,681.3,6.5,3,9,26.1,10,50,2.74,31.1,18.0,22.0,65.8,18.0,22.0
0.142,0.168,0.178,2.144,217,0.007,12,257,20.9,0.044,1052,8.0,1.0,0.8,684.8,6.1,3,9,26.8,10,50,2.7,35.9,18.0,22.0,48.9,18.0,22.0
0.14,0.171,0.189,2.156,214,0.008,11,257,20.9,0.041,1037,8.1,1.0,0.8,706.1,6.6,3,9,26.7,10,50,2.69,35.3,18.0,22.0,50.2,18.0,22.0
0.144,0.168,0.182,2.13,214,0.008,12,253,20.9,0.043,1037,7.9,0.8,0.8,694.1,6.9,3,9,26.7,10,50,2.75,32.5,18.0,22.0,62.0,18.0,22.0
0.142,0.166,0.181,2.138,218,0.008,11,257,20.8,0.044,1055,8.0,1.0,0.8,685.1,6.4,3,9,27.2,10,50,2.69,36.4,18.0,22.0,47.2,18.0,22.0
0.142,0.17,0.18,2.158,214,0.008,11,257,20.8,0.042,1036,7.8,0.8,0.8,713.0,6.1,3,9,26.2,10,50,2.73,32.0,18.0,22.0,62.5,18.0,22.0
0.142,0.164,0.176,2.151,216,0.007,13,258,21.1,0.043,1043,8.3,0.8,0.8,694.8,5.8,3,9,27.0,10,50,2.75,32.1,18.0,22.0,68.4,18.0,22.0
0.144,0.171,0.182,2.117,214,0.008,12,257,20.9,0.043,1037,8.1,1.0,0.8,690.4,6.6,3,9,26.6,10,50,2.71,34.9,18.0,22.0,52.1,18.0,22.0
0.146,0.171,0.186,2.151,218,0.008,11,257,20.9,0.041,1053,8.1,1.0,0.8,689.2,6.6,3,9,26.6,10,50,2.72,34.8,18.0,22.0,52.4,18.0,22.0
0.142,0.17,0.176,2.159,214,0.009,11,258,20.7,0.042,1036,7.9,0.8,0.8,699.2,6.2,3,9,26.4,10,50,2.74,32.1,18.0,22.0,62.2,18.0,22.0
0.142,0.168,0.187,2.135,214,0.008,12,258,20.7,0.044,1038,7.9,0.8,0.8,675.0,6.4,3,9,26.3,10,50,2.75,31.6,18.0,22.0,63.1,18.0,22.0
0.142,0.168,0.18,2.134,218,0.008,11,255,20.7,0.043,1053,7.9,0.7,0.8,680.3,6.6,3,9,26.3,10,50,2.71,34.2,18.0,22.0,54.7,18.0,22.0
0.142,0.17,0.184,2.157,217,0.007,12,257,20.9,0.041,1052,8.0,1.0,0.8,706.0,6.0,3,9,27.1,10,50,2.71,37.0,18.0,22.0,45.8,18.0,22.0
0.141,0.17,0.176,2.156,214,0.008,11,255,20.8,0.042,1037,8.0,1.0,0.8,698.6,6.5,3,9,27.2,10,50,2.68,36.3,18.0,22.0,46.5,18.0,22.0
0.14,0.166,0.182,2.141,215,0.01,11,255,20.9,0.044,1040,8.1,1.0,0.8,705.7,6.6,3,9,26.8,10,50,2.7,35.2,18.0,22.0,50.3,18.0,22.0
0.146,0.166,0.19,2.134,214,0.008,13,254,20.7,0.044,1037,7.9,0.8,0.8,690.3,6.9,3,9,26.7,10,50,2.76,32.5,18.0,22.0,62.2,18.0,22.0
0.14,0.168,0.176,2.146,235,0.008,9,253,22.6,0.044,1136,9.7,1.2,0.7,727.2,4.7,3,9,26.6,10,50,2.62,31.9,18.0,22.0,66.9,18.0,22.0
0.142,0.168,0.18,2.102,239,0.008,12,257,22.7,0.035,1157,9.8,1.2,0.7,725.0,5.2,3,9,27.1,10,50,2.64,31.6,18.0,22.0,69.6,18.0,22.0
0.144,0.168,0.18,2.111,214,0.008,11,258,20.7,0.044,1036,7.9,0.8,0.8,699.2,6.2,3,9,26.4,10,50,2.74,32.1,18.0,22.0,62.2,18.0,22.0
