process_velocity_1,process_velocity_2,process_velocity_3,process_high_velocity,process_cylinder_pressure,process_rapid_rise_time,process_biscuit_thickness,process_clamping_force,process_cycle_time,process_pressure_rise_time,process_casting_pressure,process_spray_time,process_spray_1_time,process_spray_2_time,sensor_melting_furnace_temp,sensor_air_pressure,sensor_air_pressure_min,sensor_air_pressure_max,sensor_coolant_temp,sensor_coolant_temp_min,sensor_coolant_temp_max,sensor_coolant_pressure,sensor_factory_temp,sensor_factory_temp_min,sensor_factory_temp_max,sensor_factory_humidity,sensor_factory_humidity_min,sensor_factory_humidity_max
0.144,0.166,0.174,2.163,217,0.008,12,255,20.9,0.043,1052,8.1,1.0,0.8,695.7,6.3,3,9,26.8,10,50,2.71,35.8,18.0,22.0,48.0,18.0,22.0
0.142,0.168,0.188,2.146,218,0.008,12,253,20.7,0.043,1053,7.9,0.8,0.8,680.3,6.9,3,9,26.7,10,50,2.73,32.2,18.0,22.0,62.5,18.0,22.0
0.142,0.166,0.181,2.16,216,0.008,12,258,21.0,0.042,1043,8.3,0.8,0.8,697.3,5.7,3,9,27.0,10,50,2.72,32.0,18.0,22.0,69.0,18.0,22.0
0.146,0.166,0.176,2.137,215,0.008,11,254,20.9,0.041,1040,8.1,1.0,0.8,718.4,6.3,3,9,26.0,10,50,2.73,30.9,18.0,22.0,65.4,18.0,22.0
0.142,0.168,0.178,2.104,215,0.006,11,254,20.9,0.042,1040,8.1,1.0,0.8,720.2,6.2,3,9,25.9,10,50,2.72,30.9,18.0,22.0,65.6,18.0,22.0
0.144,0.166,0.176,2.16,217,0.007,12,257,20.8,0.042,1051,8.0,1.0,0.8,684.8,6.1,3,9,26.8,10,50,2.7,35.9,18.0,22.0,48.9,18.0,22.0
0.144,0.17,0.174,2.149,215,0.008,14,253,21.2,0.044,1042,8.4,1.0,0.8,706.3,5.2,3,9,27.2,10,50,2.75,32.4,18.0,22.0,64.2,18.0,22.0
0.141,0.171,0.184,2.15,217,0.008,12,259,20.7,0.036,1051,7.9,0.8,0.8,682.7,6.2,3,9,26.3,10,50,2.73,31.6,18.0,22.0,64.0,18.0,22.0
0.146,0.168,0.184,2.161,217,0.008,11,254,20.7,0.042,1052,7.9,0.8,0.8,676.4,6.8,3,9,26.6,10,50,2.76,32.1,18.0,22.0,62.6,18.0,22.0
0.144,0.17,0.178,2.122,217,0.008,12,254,20.6,0.044,1052,7.9,0.8,0.8,708.5,6.3,3,9,26.4,10,50,2.74,32.0,18.0,22.0,62.5,18.0,22.0
0.146,0.168,0.188,2.14,214,0.021,11,255,20.9,0.044,1037,8.1,1.0,0.8,707.0,6.6,3,9,26.7,10,50,2.7,35.4,18.0,22.0,50.1,18.0,22.0
0.144,0.166,0.176,2.112,214,0.008,11,253,20.7,0.041,1037,7.9,0.8,0.8,700.5,6.2,3,9,26.5,10,50,2.74,32.4,18.0,22.0,60.5,18.0,22.0
0.14,0.168,0.178,2.13,218,0.01,11,257,20.8,0.044,1053,8.0,1.0,0.8,691.6,6.1,3,9,26.8,10,50,2.68,35.7,18.0,22.0,49.8,18.0,22.0
0.141,0.168,0.174,2.138,214,0.007,11,257,20.8,0.044,1038,8.0,1.0,0.8,698.3,6.5,3,9,27.2,10,50,2.73,36.3,18.0,22.0,46.5,18.0,22.0
0.142,0.168,0.178,2.105,239,0.008,16,254,22.7,0.04,1155,9.8,1.2,0.7,689.5,7.0,3,9,27.3,10,50,2.63,32.0,18.0,22.0,68.8,18.0,22.0
0.14,0.168,0.186,2.128,218,0.007,11,254,20.6,0.043,1053,7.9,0.8,0.8,697.0,6.2,3,9,26.5,10,50,2.76,32.6,18.0,22.0,60.3,18.0,22.0
0.144,0.168,0.178,2.164,218,0.009,12,253,21.1,0.042,1053,8.4,0.8,0.8,712.0,6.9,3,9,26.9,10,50,2.77,32.0,18.0,22.0,63.7,18.0,22.0
0.144,0.168,0.19,2.147,218,0.008,11,255,20.8,0.044,1055,8.1,1.0,0.8,702.2,6.8,3,9,27.4,10,50,2.69,36.0,18.0,22.0,50.6,18.0,22.0
0.142,0.168,0.176,2.104,239,0.008,13,255,22.8,0.035,1159,9.8,1.2,0.7,687.0,7.0,3,9,27.3,10,50,2.63,32.6,18.0,22.0,67.1,18.0,22.0
0.146,0.166,0.186,2.151,214,0.008,11,259,20.8,0.044,1037,8.0,1.0,0.8,709.0,5.9,3,9,27.2,10,50,2.7,36.5,18.0,22.0,47.0,18.0,22.0
0.144,0.168,0.178,2.123,218,0.008,12,254,20.7,0.044,1055,7.9,0.8,0.8,676.9,6.8,3,9,26.6,10,50,2.76,32.2,18.0,22.0,62.2,18.0,22.0
0.144,0.168,0.181,2.139,217,0.009,12,258,20.8,0.044,1052,8.0,1.0,0.8,691.4,5.3,3,9,27.0,10,50,2.67,36.8,18.0,22.0,46.7,18.0,22.0
0.144,0.168,0.18,2.155,214,0.008,12,259,20.9,0.044,1038,8.0,1.0,0.8,708.0,5.9,3,9,27.2,10,50,2.7,36.5,18.0,22.0,47.0,18.0,22.0
0.146,0.168,0.186,2.157,216,0.007,12,257,21.2,0.044,1044,8.4,0.8,0.8,676.9,6.5,3,9,26.9,10,50,2.76,32.3,18.0,22.0,63.0,18.0,22.0
0.144,0.168,0.182,2.126,214,0.008,11,258,20.7,0.044,1034,7.9,0.8,0.8,692.2,6.4,3,9,26.1,10,50,2.76,31.4,18.0,22.0,65.5,18.0,22.0
0.142,0.166,0.176,2.164,215,0.008,13,259,21.1,0.043,1040,8.2,0.8,0.8,705.7,5.2,3,9,27.1,10,50,2.75,32.0,18.0,22.0,69.2,18.0,22.0
0.142,0.168,0.186,2.097,239,0.008,14,254,22.6,0.038,1158,9.7,1.2,0.7,729.0,5.2,3,9,27.1,10,50,2.63,31.6,18.0,22.0,69.2,18.0,22.0
0.144,0.168,0.176,2.159,218,0.007,12,257,20.9,0.034,1054,8.1,1.0,0.8,682.3,6.6,3,9,26.5,10,50,2.7,34.7,18.0,22.0,52.3,18.0,22.0
0.14,0.168,0.186,2.141,218,0.008,12,257,20.9,0.044,1054,8.0,1.0,0.8,685.9,6.4,3,9,27.3,10,50,2.69,36.5,18.0,22.0,47.1,18.0,22.0
0.144,0.17,0.178,2.128,217,0.007,11,257,20.8,0.044,1051,7.9,0.7,0.8,672.4,6.6,3,9,26.3,10,50,2.68,34.1,18.0,22.0,54.6,18.0,22.0
0.144,0.166,0.184,2.113,218,0.007,11,249,20.8,0.044,1055,8.0,1.0,0.8,684.6,6.3,3,9,27.2,10,50,2.7,36.3,18.0,22.0,47.0,18.0,22.0
0.142,0.17,0.184,2.145,217,0.007,12,255,20.7,0.044,1052,8.1,1.0,0.8,699.8,6.2,3,9,26.8,10,50,2.68,35.8,18.0,22.0,48.1,18.0,22.0
0.14,0.166,0.186,2.139,239,0.008,7,257,22.6,0.035,1157,9.7,1.2,0.7,722.8,4.6,3,9,27.2,10,50,2.61,31.6,18.0,22.0,69.4,18.0,22.0
0.141,0.168,0.182,2.15,215,0.008,12,257,21.2,0.042,1039,8.3,0.8,0.8,675.3,5.8,3,9,26.8,10,50,2.74,32.3,18.0,22.0,62.0,18.0,22.0
0.142,0.17,0.182,2.149,218,0.008,13,255,21.2,0.043,1056,8.4,1.0,0.8,717.2,5.0,3,9,27.2,10,50,2.75,32.5,18.0,22.0,63.8,18.0,22.0
0.144,0.168,0.178,2.111,214,0.007,12,255,20.7,0.042,1037,7.9,0.8,0.8,699.6,6.2,3,9,26.3,10,50,2.76,32.0,18.0,22.0,63.1,18.0,22.0
0.144,0.166,0.189,2.164,215,0.009,12,257,20.9,0.035,1039,8.0,1.0,0.8,710.5,6.0,3,9,26.5,10,50,2.7,34.1,18.0,22.0,52.9,18.0,22.0
0.138,0.166,0.174,2.113,239,0.008,13,257,22.6,0.037,1154,9.7,1.2,0.7,715.9,4.7,3,9,26.5,10,50,2.61,35.2,18.0,22.0,57.8,18.0,22.0
0.144,0.166,0.182,2.12,217,0.008,11,255,20.7,0.044,1051,7.8,0.7,0.8,719.0,6.8,3,9,26.1,10,50,2.71,32.9,18.0,22.0,58.2,18.0,22.0
0.144,0.168,0.174,2.147,218,0.008,12,253,21.1,0.042,1057,8.2,0.8,0.8,714.7,5.1,3,9,27.1,10,50,2.74,32.0,18.0,22.0,67.5,18.0,22.0
0.144,0.166,0.178,2.137,218,0.007,12,257,20.8,0.044,1055,8.1,1.0,0.8,686.7,6.4,3,9,27.3,10,50,2.67,36.6,18.0,22.0,46.9,18.0,22.0
0.144,0.168,0.182,2.102,239,0.008,13,254,22.6,0.035,1155,9.8,1.2,0.7,687.8,7.0,3,9,27.3,10,50,2.63,32.0,18.0,22.0,68.4,18.0,22.0
0.14,0.17,0.178,2.106,218,0.01,12,253,20.5,0.035,1053,7.9,0.8,0.8,688.3,6.9,3,9,26.7,10,50,2.76,32.3,18.0,22.0,62.4,18.0,22.0
0.144,0.168,0.186,2.169,217,0.008,11,257,20.7,0.042,1052,8.1,1.0,0.8,683.0,6.5,3,9,26.5,10,50,2.69,34.7,18.0,22.0,52.5,18.0,22.0
0.142,0.166,0.176,2.125,238,0.007,13,258,22.7,0.035,1154,9.8,1.2,0.7,696.3,5.3,3,9,26.5,10,50,2.62,35.0,18.0,22.0,57.9,18.0,22.0
0.146,0.168,0.185,2.137,218,0.008,12,257,20.8,0.044,1055,8.0,1.0,0.8,710.8,6.1,3,9,26.8,10,50,2.7,35.9,18.0,22.0,47.9,18.0,22.0
0.144,0.166,0.184,2.169,218,0.01,11,257,20.9,0.042,1056,8.0,1.0,0.8,699.0,6.9,3,9,27.2,10,50,2.68,36.3,18.0,22.0,46.7,18.0,22.0
0.144,0.168,0.18,2.146,215,0.007,12,255,21.3,0.043,1038,8.3,0.8,0.8,689.0,6.0,3,9,26.8,10,50,2.72,32.2,18.0,22.0,61.9,18.0,22.0
0.142,0.166,0.188,2.09,239,0.007,16,259,22.6,0.038,1155,9.8,1.2,0.7,690.7,7.0,3,9,27.3,10,50,2.63,32.0,18.0,22.0,69.0,18.0,22.0
0.142,0.166,0.182,2.108,214,0.007,12,258,20.6,0.042,1036,7.9,0.8,0.8,675.0,6.4,3,9,26.3,10,50,2.75,31.6,18.0,22.0,63.2,18.0,22.0
0.142,0.17,0.185,2.147,217,0.008,11,255,20.7,0.041,1052,7.8,0.7,0.8,706.5,6.6,3,9,26.1,10,50,2.7,32.9,18.0,22.0,58.2,18.0,22.0
0.142,0.168,0.182,2.137,217,0.008,12,257,20.8,0.044,1051,7.9,0.8,0.8,707.6,6.2,3,9,26.4,10,50,2.73,32.0,18.0,22.0,62.8,18.0,22.0
0.144,0.166,0.186,2.158,214,0.008,11,254,20.8,0.042,1038,7.9,0.7,0.8,678.8,6.6,3,9,26.3,10,50,2.69,34.1,18.0,22.0,54.9,18.0,22.0
0.164,0.19,0.196,2.259,234,0.01,13,255,20.5,0.043,1135,7.7,1.2,0.7,723.6,7.0,3,9,28.1,10,50,2.63,32.1,18.0,22.0,69.7,18.0,22.0
0.142,0.168,0.186,2.128,214,0.008,12,257,20.9,0.044,1037,8.0,1.0,0.8,699.1,5.4,3,9,27.0,10,50,2.7,36.7,18.0,22.0,46.8,18.0,22.0
0.144,0.17,0.184,2.155,217,0.007,11,257,20.9,0.041,1052,7.8,0.8,0.8,710.8,6.1,3,9,26.2,10,50,2.71,32.0,18.0,22.0,62.0,18.0,22.0
0.142,0.168,0.188,2.137,218,0.008,11,257,20.8,0.044,1054,8.0,1.0,0.8,697.1,5.3,3,9,27.0,10,50,2.71,36.7,18.0,22.0,46.6,18.0,22.0
0.144,0.17,0.182,2.144,214,0.008,11,257,20.7,0.044,1037,8.0,1.0,0.8,691.4,5.3,3,9,27.0,10,50,2.67,36.8,18.0,22.0,46.7,18.0,22.0
0.14,0.17,0.182,2.131,218,0.008,11,257,21.2,0.043,1054,8.3,0.8,0.8,673.6,5.9,3,9,26.8,10,50,2.74,32.3,18.0,22.0,62.1,18.0,22.0
0.144,0.168,0.182,2.137,214,0.008,11,257,20.7,0.044,1037,8.0,1.0,0.8,697.1,5.3,3,9,27.0,10,50,2.71,36.7,18.0,22.0,46.6,18.0,22.0
0.142,0.17,0.178,2.16,214,0.009,11,257,21.0,0.042,1038,8.0,1.0,0.8,690.9,6.1,3,9,26.9,10,50,2.71,35.7,18.0,22.0,48.8,18.0,22.0
0.142,0.166,0.176,2.131,218,0.008,12,255,21.3,0.043,1053,8.3,0.8,0.8,701.3,6.0,3,9,26.8,10,50,2.75,32.0,18.0,22.0,62.1,18.0,22.0
0.142,0.168,0.179,2.168,217,0.008,11,253,20.6,0.041,1052,7.8,0.7,0.8,700.7,5.6,3,9,26.2,10,50,2.7,33.8,18.0,22.0,55.8,18.0,22.0
0.142,0.166,0.18,2.109,215,0.01,11,257,20.9,0.041,1055,8.0,1.0,0.8,695.3,6.2,3,9,26.8,10,50,2.7,35.6,18.0,22.0,49.7,18.0,22.0
0.144,0.17,0.178,2.142,218,0.008,11,257,20.9,0.044,1054,8.0,1.0,0.8,697.8,6.4,3,9,27.3,10,50,2.69,36.5,18.0,22.0,46.4,18.0,22.0
0.144,0.166,0.184,2.122,235,0.008,15,257,22.6,0.038,1136,9.7,1.2,0.7,730.0,5.2,3,9,27.1,10,50,2.61,31.6,18.0,22.0,69.2,18.0,22.0
0.144,0.166,0.19,2.141,218,0.007,11,254,20.7,0.042,1053,7.9,0.8,0.8,711.1,6.2,3,9,26.5,10,50,2.77,32.2,18.0,22.0,61.6,18.0,22.0
0.14,0.165,0.186,2.122,214,0.008,11,254,20.8,0.044,1037,7.9,0.8,0.8,689.3,6.2,3,9,26.5,10,50,2.76,32.4,18.0,22.0,61.2,18.0,22.0
0.142,0.166,0.172,2.158,217,0.007,11,255,20.8,0.042,1051,8.0,1.0,0.8,684.1,6.0,3,9,26.8,10,50,2.69,35.8,18.0,22.0,48.7,18.0,22.0
0.144,0.164,0.182,2.149,215,0.008,12,257,20.9,0.043,1040,8.0,1.0,0.8,690.5,6.3,3,9,27.3,10,50,2.69,36.7,18.0,22.0,46.5,18.0,22.0
0.146,0.168,0.189,2.135,215,0.008,12,259,20.9,0.041,1040,8.1,1.0,0.8,714.8,6.4,3,9,25.9,10,50,2.75,31.0,18.0,22.0,65.2,18.0,22.0
0.142,0.168,0.178,2.134,218,0.008,13,253,21.1,0.043,1055,8.3,0.8,0.8,712.5,5.2,3,9,27.1,10,50,2.74,32.0,18.0,22.0,67.7,18.0,22.0
0.146,0.168,0.176,2.155,214,0.008,10,254,20.6,0.042,1036,7.9,0.8,0.8,712.4,6.2,3,9,26.5,10,50,2.73,32.2,18.0,22.0,61.7,18.0,22.0
0.146,0.168,0.184,2.163,217,0.007,12,257,20.8,0.043,1052,8.0,1.0,0.8,707.5,6.2,3,9,26.8,10,50,2.67,35.9,18.0,22.0,47.8,18.0,22.0
0.146,0.168,0.187,2.141,215,0.007,11,258,20.9,0.044,1038,8.0,1.0,0.8,697.1,6.5,3,9,26.4,10,50,2.72,34.7,18.0,22.0,52.5,18.0,22.0
0.146,0.17,0.182,2.107,217,0.006,11,253,20.8,0.044,1051,7.9,0.8,0.8,687.0,6.2,3,9,26.5,10,50,2.78,32.1,18.0,22.0,61.4,18.0,22.0
0.142,0.168,0.176,2.129,218,0.008,12,257,20.7,0.043,1056,8.0,1.0,0.8,683.1,5.7,3,9,27.0,10,50,2.7,36.1,18.0,22.0,46.4,18.0,22.0
0.138,0.168,0.182,2.137,215,0.008,12,257,20.7,0.044,1040,8.0,1.0,0.8,679.3,5.5,3,9,27.0,10,50,2.7,37.0,18.0,22.0,45.5,18.0,22.0
0.144,0.168,0.184,2.119,217,0.007,12,255,20.8,0.044,1052,7.9,0.8,0.8,707.4,6.2,3,9,26.4,10,50,2.77,32.0,18.0,22.0,62.3,18.0,22.0
0.142,0.168,0.182,2.123,217,0.009,12,258,20.7,0.043,1052,7.8,0.8,0.8,713.0,6.1,3,9,26.2,10,50,2.73,32.0,18.0,22.0,62.5,18.0,22.0
0.141,0.168,0.186,2.131,239,0.008,11,259,22.6,0.035,1156,9.7,1.2,0.7,727.0,4.7,3,9,26.5,10,50,2.62,32.8,18.0,22.0,63.3,18.0,22.0
0.144,0.168,0.186,2.113,218,0.01,11,257,21.0,0.043,1053,8.1,1.0,0.8,706.6,6.6,3,9,26.7,10,50,2.69,35.4,18.0,22.0,50.2,18.0,22.0
0.144,0.166,0.186,2.121,215,0.008,12,258,21.0,0.042,1039,8.1,1.0,0.8,700.7,6.3,3,9,26.4,10,50,2.7,34.4,18.0,22.0,52.8,18.0,22.0
0.142,0.17,0.178,2.131,214,0.008,11,257,21.2,0.043,1037,8.3,0.8,0.8,674.8,6.0,3,9,26.8,10,50,2.73,32.4,18.0,22.0,61.6,18.0,22.0
0.144,0.166,0.182,2.147,218,0.008,12,255,21.2,0.042,1053,8.3,0.8,0.8,696.1,6.0,3,9,26.8,10,50,2.74,32.0,18.0,22.0,62.0,18.0,22.0
0.142,0.173,0.178,2.119,219,0.007,13,258,21.3,0.044,1058,8.4,0.8,0.8,678.9,6.4,3,9,26.9,10,50,2.75,32.3,18.0,22.0,63.6,18.0,22.0
0.14,0.168,0.184,2.123,218,0.008,11,255,20.8,0.044,1053,8.1,1.0,0.8,700.9,6.2,3,9,26.9,10,50,2.7,35.8,18.0,22.0,48.3,18.0,22.0
0.144,0.17,0.182,2.153,214,0.008,12,255,20.8,0.041,1036,7.9,0.8,0.8,702.1,6.3,3,9,26.3,10,50,2.76,32.0,18.0,22.0,62.9,18.0,22.0
0.142,0.166,0.181,2.163,215,0.008,11,255,21.2,0.041,1039,8.3,0.8,0.8,698.0,5.8,3,9,26.8,10,50,2.75,32.0,18.0,22.0,62.0,18.0,22.0
0.156,0.188,0.206,2.254,239,0.009,13,255,20.5,0.043,1156,7.7,1.2,0.7,723.6,7.0,3,9,28.1,10,50,2.63,32.1,18.0,22.0,69.7,18.0,22.0
0.144,0.17,0.182,2.155,214,0.007,11,255,20.9,0.043,1036,8.0,1.0,0.8,681.8,6.0,3,9,26.8,10,50,2.7,35.9,18.0,22.0,48.7,18.0,22.0
0.142,0.168,0.178,2.128,217,0.007,11,255,20.9,0.044,1051,8.1,1.0,0.8,707.0,6.6,3,9,26.7,10,50,2.7,35.5,18.0,22.0,50.5,18.0,22.0
0.138,0.166,0.184,2.157,214,0.008,11,255,21.0,0.042,1038,8.1,1.0,0.8,683.0,6.7,3,9,26.5,10,50,2.7,34.7,18.0,22.0,52.4,18.0,22.0
0.144,0.17,0.18,2.114,214,0.008,11,255,20.5,0.044,1036,7.9,0.7,0.8,715.3,6.9,3,9,26.1,10,50,2.7,32.9,18.0,22.0,58.5,18.0,22.0
0.142,0.17,0.19,2.127,235,0.008,11,255,22.6,0.038,1139,9.8,1.2,0.7,717.2,5.1,3,9,27.1,10,50,2.65,31.5,18.0,22.0,69.9,18.0,22.0
0.144,0.168,0.174,2.165,218,0.008,11,257,20.9,0.043,1054,8.1,1.0,0.8,685.0,6.4,3,9,26.5,10,50,2.72,34.5,18.0,22.0,53.0,18.0,22.0
0.142,0.164,0.186,2.158,215,0.008,11,255,20.9,0.042,1040,8.1,1.0,0.8,705.0,6.9,3,9,27.3,10,50,2.69,36.0,18.0,22.0,49.4,18.0,22.0
0.138,0.166,0.176,2.122,214,0.008,11,257,20.9,0.041,1037,8.1,1.0,0.8,684.4,6.7,3,9,26.5,10,50,2.69,34.7,18.0,22.0,52.4,18.0,22.0
0.141,0.168,0.182,2.123,219,0.008,13,257,21.2,0.043,1059,8.4,0.8,0.8,674.0,6.5,3,9,26.9,10,50,2.76,32.3,18.0,22.0,62.8,18.0,22.0
0.142,0.17,0.188,2.137,214,0.008,11,255,21.0,0.044,1036,8.1,1.0,0.8,697.1,6.6,3,9,26.6,10,50,2.7,34.9,18.0,22.0,52.0,18.0,22.0
0.144,0.171,0.174,2.151,217,0.008,12,258,20.8,0.043,1052,8.0,1.0,0.8,709.5,5.8,3,9,27.2,10,50,2.7,36.5,18.0,22.0,46.9,18.0,22.0
0.144,0.168,0.188,2.143,215,0.008,11,258,20.8,0.043,1038,8.0,1.0,0.8,714.0,5.8,3,9,26.9,10,50,2.71,36.4,18.0,22.0,47.1,18.0,22.0
0.144,0.168,0.187,2.127,218,0.008,11,257,20.9,0.044,1053,8.1,1.0,0.8,707.0,6.6,3,9,26.7,10,50,2.7,35.4,18.0,22.0,50.1,18.0,22.0
0.146,0.168,0.185,2.164,215,0.012,11,257,20.9,0.042,1039,8.0,1.0,0.8,697.0,6.6,3,9,26.4,10,50,2.72,34.7,18.0,22.0,52.8,18.0,22.0
0.144,0.168,0.185,2.12,218,0.01,11,255,20.8,0.044,1053,8.1,1.0,0.8,700.0,6.8,3,9,27.3,10,50,2.7,36.3,18.0,22.0,46.7,18.0,22.0
0.14,0.17,0.188,2.17,218,0.008,11,257,20.8,0.041,1053,8.0,1.0,0.8,678.3,5.4,3,9,27.0,10,50,2.7,36.8,18.0,22.0,45.5,18.0,22.0
0.139,0.17,0.18,2.147,218,0.007,13,255,21.3,0.043,1056,8.4,0.8,1.0,701.5,5.1,3,9,27.2,10,50,2.74,32.4,18.0,22.0,64.2,18.0,22.0
0.14,0.168,0.182,2.158,214,0.008,11,255,20.9,0.041,1037,8.0,1.0,0.8,691.6,6.1,3,9,26.8,10,50,2.68,35.7,18.0,22.0,49.8,18.0,22.0
0.142,0.168,0.179,2.157,214,0.008,11,257,21.2,0.041,1037,8.3,0.8,0.8,681.6,6.0,3,9,26.8,10,50,2.74,32.3,18.0,22.0,62.0,18.0,22.0
0.144,0.17,0.176,2.133,215,0.008,11,257,20.8,0.041,1038,8.0,1.0,0.8,678.8,5.5,3,9,27.0,10,50,2.71,36.3,18.0,22.0,46.3,18.0,22.0
0.144,0.166,0.184,2.153,218,0.008,13,259,21.5,0.041,1055,8.6,1.0,1.0,717.8,6.7,3,9,26.5,10,50,2.63,34.7,18.0,22.0,58.4,18.0,22.0
0.142,0.168,0.178,2.128,218,0.008,12,255,20.9,0.044,1056,8.0,1.0,0.8,687.6,5.7,3,9,27.0,10,50,2.69,36.0,18.0,22.0,46.4,18.0,22.0
0.146,0.17,0.178,2.157,218,0.021,11,257,20.8,0.043,1053,7.9,1.0,0.8,677.0,5.3,3,9,27.0,10,50,2.68,36.7,18.0,22.0,45.6,18.0,22.0
0.142,0.166,0.188,2.143,215,0.008,13,254,21.3,0.044,1041,8.4,1.0,0.8,715.9,5.1,3,9,27.2,10,50,2.75,32.6,18.0,22.0,63.8,18.0,22.0
0.146,0.172,0.186,2.155,218,0.008,13,257,20.7,0.043,1054,8.0,1.0,0.8,677.8,5.5,3,9,27.0,10,50,2.72,36.4,18.0,22.0,46.3,18.0,22.0
0.142,0.17,0.186,2.123,218,0.008,13,255,21.2,0.042,1055,8.4,1.0,0.8,717.9,5.0,3,9,27.2,10,50,2.72,32.5,18.0,22.0,63.8,18.0,22.0
0.142,0.166,0.176,2.153,218,0.008,11,257,20.9,0.043,1055,8.0,1.0,0.8,701.9,6.7,3,9,27.4,10,50,2.72,36.0,18.0,22.0,50.7,18.0,22.0
0.144,0.165,0.184,2.147,215,0.008,12,257,20.9,0.044,1040,8.0,1.0,0.8,704.0,6.3,3,9,27.3,10,50,2.7,36.5,18.0,22.0,46.3,18.0,22.0
0.142,0.168,0.184,2.129,217,0.008,11,255,20.8,0.044,1051,7.8,0.8,0.8,713.1,6.2,3,9,26.2,10,50,2.74,32.0,18.0,22.0,62.4,18.0,22.0
0.144,0.168,0.188,2.136,214,0.008,11,254,21.0,0.043,1038,8.3,0.8,0.8,704.2,6.0,3,9,26.8,10,50,2.75,32.0,18.0,22.0,62.2,18.0,22.0
0.14,0.166,0.186,2.129,218,0.008,13,257,21.2,0.044,1056,8.3,0.8,0.8,685.2,6.0,3,9,27.0,10,50,2.72,32.2,18.0,22.0,65.2,18.0,22.0
0.142,0.168,0.174,2.079,239,0.007,12,250,22.6,0.036,1156,9.8,1.2,0.7,696.4,7.1,3,9,27.3,10,50,2.62,31.9,18.0,22.0,69.1,18.0,22.0
0.144,0.168,0.184,2.152,214,0.008,11,255,20.6,0.033,1038,7.8,0.7,0.8,713.5,6.9,3,9,26.1,10,50,2.7,32.8,18.0,22.0,58.5,18.0,22.0
0.144,0.166,0.184,2.168,215,0.007,13,253,21.3,0.042,1041,8.4,1.0,0.8,710.3,5.1,3,9,27.2,10,50,2.74,32.5,18.0,22.0,64.0,18.0,22.0
0.142,0.166,0.176,2.147,239,0.008,10,255,22.6,0.044,1158,9.7,1.2,0.7,704.8,4.8,3,9,26.5,10,50,2.62,35.1,18.0,22.0,57.8,18.0,22.0
0.142,0.166,0.187,2.156,218,0.007,11,258,20.9,0.042,1055,8.0,1.0,0.8,693.2,6.4,3,9,27.3,10,50,2.68,36.5,18.0,22.0,46.6,18.0,22.0
0.144,0.168,0.178,2.161,214,0.018,11,257,20.5,0.042,1036,7.8,0.7,0.8,710.1,6.8,3,9,26.1,10,50,2.69,32.9,18.0,22.0,58.4,18.0,22.0
0.144,0.168,0.18,2.119,217,0.008,10,254,20.6,0.044,1052,7.9,0.8,0.8,712.7,6.2,3,9,26.2,10,50,2.75,32.0,18.0,22.0,62.5,18.0,22.0
0.138,0.17,0.187,2.119,217,0.008,10,255,20.9,0.043,1037,8.0,1.0,0.8,725.6,5.9,3,9,26.0,10,50,2.75,30.6,18.0,22.0,67.0,18.0,22.0
0.142,0.168,0.181,2.098,239,0.008,14,254,22.6,0.035,1159,9.8,1.2,0.7,722.5,7.1,3,9,28.1,10,50,2.63,32.1,18.0,22.0,69.6,18.0,22.0
0.144,0.166,0.182,2.128,214,0.013,11,253,20.7,0.044,1038,7.8,0.7,0.8,700.7,5.6,3,9,26.2,10,50,2.7,33.8,18.0,22.0,55.8,18.0,22.0
0.144,0.166,0.182,2.159,218,0.008,14,254,21.2,0.044,1055,8.4,0.8,1.0,682.9,5.1,3,9,27.3,10,50,2.76,32.3,18.0,22.0,64.5,18.0,22.0
0.14,0.17,0.174,2.135,215,0.008,12,257,20.9,0.043,1039,8.0,1.0,0.8,691.4,6.4,3,9,27.2,10,50,2.68,36.7,18.0,22.0,46.6,18.0,22.0
0.146,0.17,0.184,2.128,218,0.013,11,258,20.9,0.043,1053,8.0,1.0,0.8,706.6,5.9,3,9,26.4,10,50,2.7,34.4,18.0,22.0,52.2,18.0,22.0
0.14,0.168,0.18,2.162,214,0.018,11,255,20.8,0.043,1036,8.1,1.0,0.8,704.0,6.6,3,9,26.6,10,50,2.69,35.1,18.0,22.0,51.6,18.0,22.0
0.144,0.168,0.182,2.139,214,0.008,12,254,20.8,0.044,1037,7.9,0.8,0.8,678.1,6.8,3,9,26.6,10,50,2.76,32.2,18.0,22.0,62.3,18.0,22.0
0.144,0.166,0.182,2.108,218,0.008,12,254,20.6,0.044,1054,7.9,0.8,0.8,684.4,6.8,3,9,26.6,10,50,2.76,32.1,18.0,22.0,62.6,18.0,22.0
0.142,0.168,0.186,2.11,214,0.007,11,258,20.9,0.041,1036,8.1,1.0,0.8,696.9,6.6,3,9,26.4,10,50,2.72,34.7,18.0,22.0,53.0,18.0,22.0
0.14,0.17,0.187,2.116,214,0.009,12,257,20.8,0.042,1038,8.0,1.0,0.8,704.0,6.9,3,9,27.3,10,50,2.7,36.1,18.0,22.0,48.6,18.0,22.0
0.144,0.171,0.184,2.137,215,0.008,12,258,20.9,0.043,1040,8.0,1.0,0.8,704.5,6.1,3,9,27.1,10,50,2.69,36.9,18.0,22.0,46.2,18.0,22.0
0.144,0.168,0.18,2.144,218,0.008,12,254,20.8,0.043,1054,8.0,1.0,0.8,693.1,5.9,3,9,27.1,10,50,2.7,36.1,18.0,22.0,47.0,18.0,22.0
